sat_i,sat_j,min_dist_km
741,860,5.458045
2503,2622,5.458045
223,342,5.458046
301,420,5.458047
1718,1837,5.458047
1020,1139,5.458047
2450,2569,5.458047
182,301,5.458047
2446,2565,5.458048
835,954,5.458048
1608,1727,5.458048
88,2968,5.458048
2462,2581,5.458048
971,1090,5.458049
794,913,5.458049
958,1077,5.458049
942,1061,5.458050
1702,1821,5.458050
2425,2544,5.458050
1673,1792,5.458050
186,305,5.458050
893,1012,5.458051
1061,1180,5.458051
1796,1915,5.458052
260,379,5.458052
289,408,5.458052
1690,1809,5.458053
108,227,5.458054
2478,2597,5.458054
2360,2519,5.458054
807,926,5.458054
1600,1759,5.458055
75,2955,5.458055
264,383,5.458055
815,934,5.458057
1821,1940,5.458057
2368,2487,5.458057
1653,1772,5.458058
133,252,5.458058
198,317,5.458058
2282,2401,5.458059
30,149,5.458059
782,901,5.458059
1665,1784,5.458060
930,1049,5.458060
737,856,5.458061
1575,1694,5.458061
22,2902,5.458062
860,979,5.458062
1686,1805,5.458062
2499,2618,5.458062
1595,1714,5.458062
1731,1850,5.458062
1522,1641,5.458062
2347,2466,5.458062
1833,1952,5.458064
946,1065,5.458064
1444,1563,5.458065
659,778,5.458065
71,2951,5.458065
1049,1168,5.458065
129,248,5.458065
2593,2712,5.458065
868,987,5.458066
1366,1485,5.458066
1073,1192,5.458066
170,289,5.458067
2204,2323,5.458067
2849,2968,5.458067
2556,2675,5.458067
2113,2232,5.458068
2581,2700,5.458068
840,999,5.458070
354,473,5.458070
2437,2556,5.458070
1497,1616,5.458070
2269,2388,5.458070
889,1008,5.458071
2191,2310,5.458071
729,848,5.458071
2820,2939,5.458071
2409,2528,5.458071
913,1032,5.458072
313,432,5.458072
2836,2955,5.458072
1649,1768,5.458073
121,240,5.458073
55,174,5.458073
2372,2491,5.458075
239,358,5.458075
1024,1143,5.458075
528,647,5.458075
905,1024,5.458075
450,569,5.458075
790,909,5.458075
2742,2861,5.458075
1197,1316,5.458076
2035,2154,5.458076
1904,2023,5.458077
2355,2474,5.458077
1288,1407,5.458077
2611,2730,5.458078
18,2898,5.458078
1739,1858,5.458078
1114,1233,5.458078
1542,1661,5.458079
359,478,5.458079
581,700,5.458079
1275,1394,5.458080
96,2976,5.458081
1066,1185,5.458081
2873,2992,5.458082
43,162,5.458082
34,153,5.458082
2552,2671,5.458082
1773,1892,5.458082
1677,1796,5.458083
2413,2532,5.458084
716,835,5.458084
2480,2639,5.458084
342,461,5.458085
1982,2101,5.458085
926,1045,5.458085
1809,1928,5.458085
1587,1706,5.458085
228,347,5.458086
606,725,5.458086
2126,2245,5.458086
762,881,5.458087
935,1054,5.458088
47,166,5.458088
1642,1761,5.458090
2491,2610,5.458090
116,235,5.458090
2689,2808,5.458091
2389,2508,5.458091
2335,2454,5.458092
1419,1538,5.458092
1874,1993,5.458092
97,216,5.458093
317,436,5.458093
684,803,5.458093
145,264,5.458094
917,1036,5.458094
804,923,5.458094
1846,1965,5.458095
80,239,5.458095
1086,1205,5.458095
1551,1670,5.458095
100,219,5.458096
1353,1472,5.458096
663,782,5.458096
2258,2377,5.458096
437,556,5.458097
1706,1825,5.458097
85,2965,5.458097
1612,1731,5.458098
1489,1608,5.458098
712,831,5.458098
713,832,5.458098
1420,1539,5.458099
2606,2725,5.458099
876,995,5.458099
1792,1911,5.458099
2127,2246,5.458099
326,445,5.458100
2302,2421,5.458100
2874,2993,5.458100
582,701,5.458101
1289,1408,5.458101
157,276,5.458102
2036,2155,5.458102
979,1098,5.458102
2743,2862,5.458103
1144,1263,5.458103
1628,1747,5.458103
1509,1628,5.458104
451,570,5.458104
1636,1755,5.458105
2294,2413,5.458105
1198,1317,5.458105
2396,2515,5.458105
84,2964,5.458106
153,272,5.458107
2060,2179,5.458107
1905,2024,5.458107
1431,1550,5.458107
241,360,5.458108
610,729,5.458108
988,1107,5.458108
2533,2652,5.458108
1695,1814,5.458108
367,486,5.458108
1784,1903,5.458108
1826,1945,5.458109
2402,2521,5.458109
2612,2731,5.458109
1851,1970,5.458109
1102,1221,5.458109
1119,1238,5.458110
2565,2684,5.458110
150,269,5.458110
372,491,5.458111
857,976,5.458112
2634,2753,5.458112
320,479,5.458112
2384,2503,5.458112
2664,2783,5.458113
1564,1683,5.458113
999,1118,5.458114
1067,1186,5.458115
2311,2430,5.458115
2257,2376,5.458116
1957,2076,5.458116
2598,2717,5.458116
2569,2688,5.458116
881,1000,5.458117
1476,1595,5.458117
19,138,5.458118
597,716,5.458118
2767,2886,5.458118
827,946,5.458119
63,182,5.458119
1210,1329,5.458119
1774,1893,5.458119
792,911,5.458120
45,164,5.458120
166,285,5.458120
726,845,5.458121
1499,1618,5.458121
2337,2456,5.458121
306,425,5.458122
2206,2325,5.458123
1630,1749,5.458123
503,622,5.458123
2138,2257,5.458123
2216,2335,5.458123
852,971,5.458123
1127,1246,5.458123
1473,1592,5.458124
2481,2600,5.458124
1032,1151,5.458124
2359,2478,5.458125
883,1002,5.458125
2249,2368,5.458126
544,663,5.458126
73,2953,5.458126
1550,1669,5.458127
1805,1924,5.458127
2180,2299,5.458127
2795,2914,5.458128
2,121,5.458128
1624,1743,5.458128
1013,1132,5.458128
176,295,5.458128
229,348,5.458130
515,634,5.458130
661,780,5.458131
7,2887,5.458131
1931,2050,5.458131
1224,1343,5.458132
2468,2587,5.458132
1077,1196,5.458132
491,610,5.458132
2048,2167,5.458133
2678,2797,5.458133
517,636,5.458134
174,293,5.458134
823,942,5.458134
1720,1879,5.458134
1139,1258,5.458135
252,371,5.458135
1721,1840,5.458136
635,754,5.458136
1423,1542,5.458137
936,1055,5.458137
386,505,5.458137
379,498,5.458137
2769,2888,5.458138
1899,2018,5.458138
219,338,5.458138
1368,1487,5.458138
1014,1133,5.458140
1341,1460,5.458140
395,514,5.458140
803,922,5.458140
2845,2964,5.458140
2467,2586,5.458140
864,983,5.458141
1656,1775,5.458141
1342,1461,5.458141
949,1068,5.458142
2286,2405,5.458142
2062,2181,5.458143
2363,2482,5.458143
1222,1341,5.458143
1093,1212,5.458144
307,426,5.458144
43,2923,5.458144
1862,1981,5.458145
1583,1702,5.458145
1643,1762,5.458145
202,321,5.458145
175,294,5.458146
1887,2006,5.458146
2618,2737,5.458146
2115,2234,5.458147
1534,1653,5.458147
2049,2168,5.458147
634,753,5.458147
2659,2778,5.458147
2599,2718,5.458148
104,223,5.458148
92,211,5.458148
111,230,5.458148
2339,2458,5.458149
2343,2462,5.458149
1355,1474,5.458149
674,793,5.458149
882,1001,5.458151
1381,1500,5.458151
46,2926,5.458151
2494,2613,5.458152
1852,1971,5.458152
10,129,5.458152
1045,1164,5.458152
1800,1959,5.458153
2236,2355,5.458153
749,868,5.458153
2796,2915,5.458154
2466,2585,5.458154
2390,2509,5.458155
96,215,5.458155
1629,1748,5.458155
1145,1264,5.458155
1370,1489,5.458156
6,2886,5.458156
1929,2048,5.458156
818,937,5.458157
2219,2338,5.458157
608,727,5.458157
2088,2207,5.458157
2822,2941,5.458158
2651,2770,5.458158
67,186,5.458158
1944,2063,5.458158
1599,1718,5.458158
2392,2511,5.458158
593,712,5.458159
438,557,5.458159
2336,2455,5.458159
2544,2663,5.458160
1787,1906,5.458160
272,391,5.458160
330,449,5.458160
504,623,5.458161
399,518,5.458162
1858,1977,5.458162
2690,2809,5.458162
44,163,5.458163
1237,1356,5.458163
420,539,5.458164
2547,2666,5.458165
922,1041,5.458165
1983,2102,5.458165
20,2900,5.458166
1512,1631,5.458166
2179,2298,5.458166
791,910,5.458166
98,217,5.458166
215,334,5.458166
2835,2954,5.458167
1276,1395,5.458167
671,790,5.458168
1498,1617,5.458168
1669,1788,5.458169
1525,1644,5.458169
2676,2795,5.458169
1211,1330,5.458169
529,648,5.458169
1040,1199,5.458170
2331,2450,5.458170
2205,2324,5.458170
530,649,5.458171
2821,2940,5.458171
1106,1225,5.458171
2405,2524,5.458172
72,2952,5.458172
2232,2351,5.458172
2114,2233,5.458172
660,779,5.458172
1367,1486,5.458172
2388,2507,5.458173
490,609,5.458173
1485,1604,5.458173
1357,1476,5.458173
2507,2626,5.458173
770,889,5.458174
2193,2312,5.458175
1759,1878,5.458177
1472,1591,5.458177
2647,2766,5.458177
765,884,5.458177
59,2939,5.458178
1300,1419,5.458178
2241,2360,5.458179
1958,2077,5.458179
2376,2495,5.458179
805,924,5.458179
1155,1274,5.458179
255,374,5.458180
778,897,5.458180
2183,2302,5.458180
333,452,5.458182
1456,1575,5.458182
543,662,5.458182
384,503,5.458183
1446,1565,5.458185
1760,1919,5.458185
2272,2391,5.458185
432,551,5.458186
2782,2901,5.458186
1813,1932,5.458186
1277,1396,5.458186
1098,1217,5.458186
116,2996,5.458187
1192,1311,5.458187
285,404,5.458187
1571,1690,5.458188
1180,1299,5.458188
2458,2577,5.458188
1304,1423,5.458188
1837,1956,5.458189
2665,2784,5.458189
725,844,5.458190
839,958,5.458190
1530,1649,5.458191
647,766,5.458191
58,177,5.458192
2671,2790,5.458192
1641,1760,5.458193
71,190,5.458193
1378,1497,5.458193
1552,1671,5.458193
2622,2741,5.458194
774,893,5.458195
739,858,5.458195
84,203,5.458195
2625,2744,5.458196
1952,2071,5.458196
1091,1210,5.458196
2192,2311,5.458197
962,1081,5.458198
2007,2126,5.458198
2306,2425,5.458199
811,930,5.458199
1445,1564,5.458200
2290,2409,5.458201
373,492,5.458201
1251,1370,5.458201
1053,1172,5.458202
1250,1369,5.458202
2075,2194,5.458203
2755,2874,5.458203
1012,1131,5.458204
51,170,5.458204
1984,2103,5.458204
18,137,5.458204
19,2899,5.458204
2008,2127,5.458205
1911,2030,5.458206
99,2979,5.458206
32,151,5.458206
2520,2679,5.458207
2130,2249,5.458207
2350,2469,5.458209
2571,2690,5.458209
2511,2630,5.458210
1838,1957,5.458210
2259,2378,5.458210
319,438,5.458210
1394,1513,5.458211
1918,2037,5.458211
1238,1357,5.458211
2323,2442,5.458212
738,857,5.458212
2712,2831,5.458212
463,582,5.458213
2163,2282,5.458213
1080,1239,5.458214
135,254,5.458214
108,2988,5.458214
934,1053,5.458215
294,413,5.458215
1001,1120,5.458216
2586,2705,5.458216
1748,1867,5.458216
757,876,5.458217
2284,2403,5.458217
1301,1420,5.458217
1879,1998,5.458217
2455,2574,5.458218
831,950,5.458218
842,961,5.458219
79,198,5.458219
2754,2873,5.458219
1132,1251,5.458220
698,817,5.458220
1864,1983,5.458220
408,527,5.458220
2085,2204,5.458220
1709,1828,5.458220
2310,2429,5.458220
163,282,5.458221
338,457,5.458221
2427,2546,5.458221
1940,2059,5.458222
110,2990,5.458222
1090,1209,5.458222
425,544,5.458223
2545,2664,5.458223
607,726,5.458223
63,2943,5.458223
1328,1447,5.458223
346,465,5.458223
1026,1145,5.458223
910,1029,5.458224
554,673,5.458224
2691,2810,5.458225
2717,2836,5.458227
1171,1290,5.458227
1997,2116,5.458227
1617,1736,5.458228
1827,1946,5.458228
1603,1722,5.458228
1577,1696,5.458228
1151,1270,5.458228
86,2966,5.458229
1261,1380,5.458230
687,806,5.458231
1117,1236,5.458231
1970,2089,5.458231
1405,1524,5.458232
370,489,5.458232
1632,1751,5.458232
1915,2034,5.458232
2324,2443,5.458233
268,387,5.458233
2117,2236,5.458233
2806,2925,5.458234
305,424,5.458234
31,150,5.458234
1170,1289,5.458234
933,1052,5.458235
253,372,5.458235
1616,1735,5.458236
2524,2643,5.458236
1481,1600,5.458236
1263,1382,5.458237
2243,2362,5.458237
473,592,5.458238
1589,1708,5.458238
72,191,5.458238
1563,1682,5.458239
2101,2220,5.458239
1546,1665,5.458239
870,989,5.458239
594,713,5.458240
789,908,5.458240
227,346,5.458240
1680,1839,5.458241
226,345,5.458241
462,581,5.458241
1517,1636,5.458241
1157,1276,5.458242
1645,1764,5.458243
2318,2437,5.458243
2534,2653,5.458244
556,675,5.458244
464,583,5.458244
14,133,5.458245
779,898,5.458245
1640,1799,5.458245
605,724,5.458246
1496,1615,5.458246
2416,2535,5.458246
1824,1943,5.458246
621,740,5.458246
30,2910,5.458247
445,564,5.458248
2662,2781,5.458248
960,1119,5.458248
2832,2951,5.458248
1352,1471,5.458248
2638,2757,5.458248
1538,1657,5.458249
2684,2803,5.458249
896,1015,5.458249
1733,1852,5.458249
439,558,5.458250
714,833,5.458250
123,242,5.458250
1968,2087,5.458250
42,161,5.458251
1168,1287,5.458252
2808,2927,5.458252
461,580,5.458252
1354,1473,5.458252
1486,1605,5.458252
696,815,5.458253
1205,1324,5.458255
2099,2218,5.458257
2064,2183,5.458257
1698,1817,5.458257
2704,2823,5.458258
2152,2271,5.458258
2277,2396,5.458258
856,975,5.458259
1558,1677,5.458259
10,2890,5.458259
1924,2043,5.458259
1707,1826,5.458260
383,502,5.458260
2415,2534,5.458261
1434,1553,5.458261
391,510,5.458261
2233,2352,5.458261
242,361,5.458261
17,2897,5.458261
704,823,5.458262
2756,2875,5.458263
2518,2637,5.458263
1169,1288,5.458263
2283,2402,5.458264
909,1028,5.458265
1536,1655,5.458266
975,1094,5.458266
38,157,5.458267
2700,2819,5.458267
1917,2036,5.458267
798,917,5.458267
2577,2696,5.458268
2597,2716,5.458268
2519,2638,5.458269
2059,2178,5.458270
552,671,5.458270
2203,2322,5.458270
2296,2415,5.458270
60,2940,5.458270
1965,2084,5.458271
1708,1827,5.458271
2414,2533,5.458271
2753,2872,5.458271
973,1092,5.458272
2846,2965,5.458272
189,308,5.458272
2387,2506,5.458273
33,2913,5.458273
1421,1540,5.458273
2804,2923,5.458273
1233,1352,5.458273
410,529,5.458275
786,905,5.458275
368,487,5.458275
1751,1870,5.458276
124,243,5.458276
1146,1265,5.458277
2660,2779,5.458277
1891,2010,5.458277
540,659,5.458278
2531,2650,5.458278
1955,2074,5.458278
2011,2130,5.458278
2334,2453,5.458279
1164,1283,5.458279
989,1108,5.458280
2516,2635,5.458281
961,1080,5.458281
2228,2347,5.458281
224,343,5.458281
149,268,5.458281
648,767,5.458281
2009,2128,5.458281
122,241,5.458281
618,737,5.458282
1403,1522,5.458283
2332,2451,5.458284
1916,2035,5.458285
2245,2364,5.458286
2715,2834,5.458287
2188,2307,5.458287
40,199,5.458288
2440,2599,5.458288
1259,1378,5.458289
254,373,5.458290
2004,2123,5.458291
869,988,5.458291
2253,2372,5.458293
1395,1514,5.458293
2061,2180,5.458293
1392,1511,5.458293
2190,2309,5.458294
2877,2996,5.458294
412,531,5.458295
721,840,5.458295
1464,1583,5.458295
2141,2260,5.458296
15,2895,5.458296
2725,2844,5.458296
1998,2117,5.458296
1860,1979,5.458297
2441,2560,5.458297
1115,1234,5.458297
162,281,5.458298
2546,2665,5.458299
2859,2978,5.458299
2097,2216,5.458299
2128,2247,5.458300
1772,1891,5.458300
1764,1883,5.458300
1576,1695,5.458300
1771,1890,5.458300
1302,1421,5.458301
2166,2285,5.458301
1696,1815,5.458302
1953,2072,5.458303
1153,1272,5.458303
969,1088,5.458303
2675,2794,5.458303
1297,1416,5.458304
1716,1835,5.458304
1769,1888,5.458304
1441,1560,5.458304
825,944,5.458305
1625,1744,5.458305
26,145,5.458305
2401,2520,5.458306
1850,1969,5.458306
2630,2749,5.458306
2102,2221,5.458306
2751,2870,5.458306
931,1050,5.458306
829,948,5.458306
1682,1801,5.458306
1839,1958,5.458307
2623,2742,5.458307
651,770,5.458308
1247,1366,5.458308
1853,1972,5.458308
2006,2125,5.458309
641,760,5.458309
404,523,5.458309
1184,1303,5.458310
2766,2885,5.458310
871,990,5.458311
1945,2064,5.458311
70,2950,5.458312
2624,2743,5.458313
1092,1211,5.458314
2139,2258,5.458314
266,385,5.458315
1532,1651,5.458315
2789,2908,5.458317
497,616,5.458317
2605,2724,5.458317
4,123,5.458317
2702,2821,5.458318
787,906,5.458318
95,214,5.458318
2567,2686,5.458319
2737,2856,5.458319
53,2933,5.458319
1325,1444,5.458320
595,714,5.458320
2224,2343,5.458320
385,504,5.458320
2809,2928,5.458320
1993,2112,5.458322
1892,2011,5.458322
2461,2580,5.458322
1627,1746,5.458323
1734,1853,5.458323
1208,1327,5.458323
2150,2269,5.458323
498,617,5.458324
118,237,5.458324
1977,2096,5.458324
2403,2522,5.458325
2677,2796,5.458326
279,398,5.458326
2265,2384,5.458327
1570,1689,5.458327
2824,2943,5.458328
2875,2994,5.458329
55,2935,5.458329
331,450,5.458329
1388,1507,5.458330
353,472,5.458330
1426,1545,5.458330
1817,1936,5.458330
1754,1873,5.458330
262,381,5.458330
1930,2049,5.458331
603,722,5.458332
112,2992,5.458332
1966,2085,5.458332
1459,1578,5.458332
1694,1813,5.458333
486,605,5.458333
2317,2436,5.458334
1223,1342,5.458334
2423,2542,5.458335
1065,1184,5.458335
2454,2573,5.458336
2848,2967,5.458336
557,676,5.458336
406,525,5.458337
104,2984,5.458337
535,654,5.458337
1493,1612,5.458337
516,635,5.458337
1159,1278,5.458337
1898,2017,5.458337
885,1004,5.458338
1258,1377,5.458338
2768,2887,5.458339
423,542,5.458339
1994,2113,5.458339
1242,1361,5.458340
2847,2966,5.458340
1217,1336,5.458340
1505,1624,5.458340
188,307,5.458341
590,709,5.458343
2560,2719,5.458343
719,838,5.458343
645,764,5.458343
1822,1941,5.458343
745,864,5.458343
1443,1562,5.458344
477,596,5.458346
1390,1509,5.458347
734,853,5.458347
2042,2161,5.458348
1143,1262,5.458348
169,288,5.458349
938,1057,5.458349
459,578,5.458349
1204,1323,5.458349
1468,1587,5.458350
1027,1146,5.458350
1578,1697,5.458350
1411,1530,5.458350
918,1037,5.458351
151,270,5.458351
1206,1325,5.458351
1078,1197,5.458351
2643,2762,5.458352
1928,2047,5.458352
1062,1181,5.458352
2133,2252,5.458352
80,2960,5.458352
1064,1183,5.458353
638,757,5.458353
2429,2548,5.458353
1264,1383,5.458354
1280,1439,5.458354
863,982,5.458355
2279,2398,5.458356
567,686,5.458356
1678,1797,5.458357
2171,2290,5.458357
2072,2191,5.458358
82,201,5.458359
2771,2890,5.458359
429,548,5.458360
2140,2259,5.458360
2226,2345,5.458360
583,702,5.458361
987,1106,5.458363
1299,1418,5.458364
245,364,5.458364
2018,2137,5.458364
991,1110,5.458364
1432,1551,5.458365
752,871,5.458365
1870,1989,5.458366
2393,2512,5.458366
457,576,5.458367
2558,2677,5.458368
1136,1255,5.458369
573,692,5.458369
2827,2946,5.458370
315,434,5.458370
514,633,5.458370
1995,2114,5.458371
1007,1126,5.458371
2701,2820,5.458371
2537,2656,5.458373
332,451,5.458373
1971,2090,5.458373
2370,2489,5.458373
1785,1904,5.458373
658,777,5.458374
358,477,5.458374
1358,1477,5.458374
733,852,5.458374
1494,1613,5.458374
25,144,5.458375
1502,1621,5.458375
2209,2328,5.458375
1060,1179,5.458376
1747,1866,5.458377
280,439,5.458378
858,977,5.458379
467,586,5.458379
751,870,5.458379
1433,1552,5.458380
1989,2108,5.458380
2027,2146,5.458381
802,921,5.458381
501,620,5.458381
643,762,5.458381
596,715,5.458382
308,427,5.458382
2095,2214,5.458382
880,1039,5.458382
1246,1365,5.458383
101,220,5.458383
2729,2848,5.458384
2857,2976,5.458384
1004,1123,5.458385
700,819,5.458385
2431,2550,5.458386
2554,2673,5.458386
283,402,5.458386
1866,1985,5.458387
2758,2877,5.458387
2575,2694,5.458389
1191,1310,5.458389
1540,1659,5.458390
611,730,5.458391
91,2971,5.458391
1174,1293,5.458391
2681,2800,5.458392
986,1105,5.458392
1646,1765,5.458392
2718,2837,5.458393
2285,2404,5.458394
2492,2611,5.458394
1350,1469,5.458395
240,399,5.458396
436,555,5.458396
131,250,5.458396
1290,1409,5.458397
2698,2817,5.458397
585,704,5.458397
505,624,5.458398
992,1111,5.458398
1396,1515,5.458398
2779,2898,5.458399
686,805,5.458399
2713,2832,5.458399
649,768,5.458400
5,124,5.458400
2613,2732,5.458401
2778,2897,5.458401
38,2918,5.458402
2030,2149,5.458403
2065,2184,5.458403
92,2972,5.458403
409,528,5.458403
2790,2909,5.458404
2247,2366,5.458404
2200,2359,5.458405
1684,1803,5.458405
57,2937,5.458405
2696,2815,5.458406
1221,1340,5.458406
1398,1517,5.458407
2572,2691,5.458407
1936,2055,5.458407
2842,2961,5.458407
137,256,5.458408
1722,1841,5.458408
1130,1249,5.458408
1883,2002,5.458408
2175,2294,5.458408
895,1014,5.458409
1565,1684,5.458409
916,1035,5.458409
1335,1454,5.458409
736,855,5.458410
2840,2999,5.458411
51,2931,5.458411
1057,1176,5.458411
2705,2824,5.458411
2759,2878,5.458412
1270,1389,5.458413
2639,2758,5.458413
347,466,5.458414
2797,2916,5.458414
139,258,5.458414
2469,2588,5.458414
200,359,5.458415
1951,2070,5.458415
2529,2648,5.458415
27,146,5.458415
1185,1304,5.458416
426,545,5.458416
1054,1173,5.458416
156,275,5.458416
551,670,5.458416
708,827,5.458416
2610,2729,5.458416
98,2978,5.458418
478,597,5.458419
795,914,5.458419
1761,1880,5.458419
357,476,5.458419
1843,1962,5.458420
171,290,5.458420
76,2956,5.458421
499,618,5.458421
1166,1285,5.458421
321,440,5.458421
2212,2331,5.458422
355,474,5.458422
1000,1159,5.458423
2730,2849,5.458423
2374,2493,5.458423
2865,2984,5.458423
1830,1949,5.458423
2508,2627,5.458423
685,804,5.458424
1015,1134,5.458425
2022,2141,5.458425
692,811,5.458426
833,952,5.458426
106,2986,5.458428
2023,2142,5.458428
216,335,5.458429
1452,1571,5.458429
1314,1433,5.458429
1030,1149,5.458430
1519,1638,5.458430
2652,2771,5.458431
2532,2651,5.458431
1212,1331,5.458432
1906,2025,5.458432
1811,1930,5.458432
565,684,5.458433
1248,1367,5.458433
1303,1422,5.458434
510,629,5.458434
2385,2504,5.458434
947,1066,5.458435
1316,1435,5.458435
1156,1275,5.458435
592,711,5.458436
923,1042,5.458436
1865,1984,5.458436
2037,2156,5.458436
2297,2416,5.458437
2271,2390,5.458437
2080,2239,5.458438
1868,1987,5.458439
532,651,5.458440
487,606,5.458440
1133,1252,5.458441
1311,1430,5.458441
2312,2431,5.458443
2573,2692,5.458443
1110,1229,5.458443
33,152,5.458443
569,688,5.458443
300,419,5.458444
1670,1789,5.458444
808,927,5.458445
1079,1198,5.458445
2103,2222,5.458447
1407,1526,5.458448
2688,2807,5.458448
2348,2467,5.458450
2734,2853,5.458450
1663,1782,5.458450
1440,1599,5.458450
1881,2000,5.458451
61,2941,5.458451
1022,1141,5.458451
23,2903,5.458452
2158,2277,5.458452
1457,1576,5.458452
539,658,5.458452
732,851,5.458453
2793,2912,5.458453
2861,2980,5.458453
2377,2496,5.458454
1654,1773,5.458454
1524,1643,5.458455
1365,1484,5.458455
1767,1886,5.458456
566,685,5.458456
1458,1577,5.458456
173,292,5.458457
2201,2320,5.458458
2714,2833,5.458461
939,1058,5.458461
1345,1464,5.458462
1903,2022,5.458463
1549,1668,5.458463
2154,2273,5.458464
85,204,5.458464
1974,2093,5.458465
1158,1277,5.458466
1823,1942,5.458467
114,2994,5.458467
2802,2921,5.458467
1840,1999,5.458467
1863,1982,5.458468
1807,1926,5.458468
1315,1434,5.458469
2749,2868,5.458469
1601,1720,5.458470
1825,1944,5.458471
844,963,5.458471
2,2882,5.458471
293,412,5.458471
977,1096,5.458472
2361,2480,5.458472
817,936,5.458472
444,563,5.458472
2264,2383,5.458473
932,1051,5.458473
177,296,5.458474
1590,1709,5.458474
1699,1818,5.458476
1679,1798,5.458476
1693,1812,5.458476
788,907,5.458477
832,951,5.458477
2530,2649,5.458477
16,2896,5.458478
231,350,5.458478
2071,2190,5.458478
2772,2891,5.458478
67,2947,5.458478
519,638,5.458479
422,541,5.458479
2744,2863,5.458479
20,139,5.458479
2005,2124,5.458479
2230,2349,5.458479
2050,2169,5.458481
41,160,5.458481
1154,1273,5.458482
750,869,5.458482
1123,1242,5.458482
1313,1432,5.458482
1234,1353,5.458482
1312,1431,5.458483
1991,2110,5.458484
263,382,5.458484
1415,1534,5.458485
680,839,5.458486
2164,2283,5.458487
2057,2176,5.458487
626,745,5.458487
2371,2490,5.458488
2189,2308,5.458488
878,997,5.458488
110,229,5.458489
109,228,5.458489
1602,1721,5.458490
1539,1658,5.458491
2012,2131,5.458491
1480,1639,5.458491
97,2977,5.458491
29,148,5.458492
421,540,5.458492
846,965,5.458492
2010,2129,5.458492
56,175,5.458493
244,363,5.458493
1068,1187,5.458494
629,748,5.458495
1877,1996,5.458495
2858,2977,5.458495
2043,2162,5.458495
1229,1348,5.458495
411,530,5.458496
2587,2706,5.458496
1298,1417,5.458496
2135,2254,5.458497
1667,1786,5.458498
740,859,5.458498
1283,1402,5.458498
2609,2728,5.458500
2570,2689,5.458500
628,747,5.458501
541,660,5.458504
2362,2481,5.458504
407,526,5.458505
2803,2922,5.458505
1981,2100,5.458505
816,935,5.458505
1623,1742,5.458506
48,167,5.458506
2246,2365,5.458506
281,400,5.458506
1104,1223,5.458506
588,707,5.458506
2319,2438,5.458507
86,205,5.458509
1967,2086,5.458509
2408,2527,5.458510
79,2959,5.458511
664,783,5.458511
2791,2910,5.458512
679,798,5.458512
277,396,5.458513
2463,2582,5.458513
2555,2674,5.458513
1118,1237,5.458513
843,962,5.458513
523,642,5.458514
1199,1318,5.458514
466,585,5.458514
2658,2777,5.458514
1196,1315,5.458514
2590,2709,5.458514
297,416,5.458514
2607,2726,5.458514
568,687,5.458515
1083,1202,5.458515
1292,1411,5.458516
1321,1440,5.458518
1959,2078,5.458518
727,846,5.458519
2021,2140,5.458519
2105,2224,5.458519
1655,1774,5.458519
1523,1642,5.458520
1664,1783,5.458521
470,589,5.458521
1913,2032,5.458522
1737,1856,5.458522
113,2993,5.458523
1116,1235,5.458523
2585,2704,5.458523
2199,2318,5.458524
2844,2963,5.458524
1439,1558,5.458524
2578,2697,5.458525
1941,2060,5.458525
2703,2822,5.458526
452,571,5.458526
2227,2346,5.458526
1336,1455,5.458527
119,238,5.458527
564,683,5.458527
295,414,5.458527
970,1089,5.458528
1687,1806,5.458528
1176,1295,5.458528
772,891,5.458529
2831,2950,5.458529
773,892,5.458530
1861,1980,5.458530
836,955,5.458531
2187,2306,5.458532
318,437,5.458532
1786,1905,5.458532
694,813,5.458533
948,1067,5.458533
2752,2871,5.458533
2270,2389,5.458534
64,2944,5.458535
2019,2138,5.458535
1121,1240,5.458535
630,749,5.458537
2046,2165,5.458537
604,723,5.458537
2068,2187,5.458537
2053,2172,5.458538
1,2881,5.458538
225,344,5.458538
93,212,5.458539
1373,1492,5.458540
1177,1296,5.458540
1162,1281,5.458541
1591,1710,5.458541
701,820,5.458542
1495,1614,5.458542
350,469,5.458542
2762,2881,5.458543
311,430,5.458543
286,405,5.458544
413,532,5.458545
201,320,5.458545
2465,2584,5.458545
2419,2538,5.458546
2810,2929,5.458547
2434,2553,5.458548
2592,2711,5.458548
2386,2505,5.458548
1528,1647,5.458549
2165,2284,5.458550
2234,2353,5.458550
1555,1674,5.458551
1543,1662,5.458552
677,796,5.458552
894,1013,5.458553
2333,2452,5.458553
136,255,5.458553
956,1075,5.458554
278,397,5.458555
2785,2904,5.458555
1996,2115,5.458556
652,771,5.458556
2493,2612,5.458557
2112,2231,5.458557
2196,2315,5.458557
655,774,5.458557
2757,2876,5.458557
2122,2241,5.458558
2628,2747,5.458558
1447,1566,5.458559
1894,2013,5.458559
371,490,5.458559
442,561,5.458561
2760,2919,5.458561
1002,1121,5.458561
1474,1593,5.458561
1408,1527,5.458562
2860,2979,5.458562
1003,1122,5.458563
1729,1848,5.458563
1324,1443,5.458564
1025,1144,5.458564
1129,1248,5.458564
1483,1602,5.458565
2256,2375,5.458565
1909,2028,5.458567
1479,1598,5.458567
152,271,5.458567
1279,1398,5.458567
1274,1393,5.458568
1442,1561,5.458568
2648,2767,5.458569
449,568,5.458570
68,2948,5.458570
2514,2633,5.458571
360,519,5.458571
