sat_i,sat_j,min_dist_km
64,1206,7.688671
2223,3365,7.688677
2977,4119,7.688700
474,4331,7.688703
168,4025,7.688705
595,1737,7.688707
587,4444,7.688707
854,4711,7.688730
1751,2943,7.688735
292,1434,7.688743
294,4101,7.688753
1174,2316,7.688756
175,1317,7.688756
3277,4419,7.688766
287,1429,7.688779
2535,3677,7.688783
679,1821,7.688785
2935,4077,7.688802
991,2133,7.688802
3388,4530,7.688816
3795,4937,7.688818
1683,2825,7.688827
1363,2505,7.688832
507,4364,7.688852
341,4198,7.688866
917,2059,7.688872
793,4600,7.688878
1834,2976,7.688886
251,4108,7.688890
2252,3444,7.688894
3478,4620,7.688904
2735,3877,7.688920
2445,3587,7.688931
3441,4583,7.688956
874,2016,7.688966
2208,3350,7.688970
1341,2483,7.688974
899,4706,7.688997
512,1654,7.689000
472,4329,7.689001
1770,2912,7.689007
1333,2475,7.689010
1216,2358,7.689014
455,1647,7.689017
1230,2372,7.689023
2660,3802,7.689027
564,4421,7.689028
1961,3103,7.689036
3077,4219,7.689045
929,4786,7.689045
1452,2644,7.689047
1171,2313,7.689053
1060,2202,7.689056
1580,2722,7.689057
3476,4618,7.689072
554,4411,7.689074
2623,3765,7.689074
420,1562,7.689084
3698,4840,7.689088
881,4738,7.689099
890,4747,7.689110
2626,3768,7.689127
3421,4563,7.689132
95,1237,7.689137
1372,2514,7.689138
315,1457,7.689142
2418,3560,7.689144
974,4831,7.689147
365,1507,7.689155
509,1651,7.689166
1038,2180,7.689170
891,2033,7.689172
1258,2400,7.689191
1309,2451,7.689196
1934,3076,7.689213
401,4258,7.689218
31,3888,7.689221
142,1284,7.689230
709,1851,7.689231
231,1373,7.689239
63,3920,7.689241
2201,3393,7.689241
183,4040,7.689242
1465,2607,7.689252
3098,4240,7.689259
482,1624,7.689263
2173,3315,7.689276
3085,4227,7.689282
708,4565,7.689287
1882,3024,7.689289
3194,4336,7.689290
2644,3786,7.689293
2945,4087,7.689297
3418,4560,7.689310
1265,2407,7.689318
280,4137,7.689339
619,4476,7.689346
545,1687,7.689353
3137,4279,7.689359
1952,3144,7.689374
3700,4892,7.689375
81,1223,7.689387
682,1824,7.689396
3567,4709,7.689399
3130,4272,7.689402
3622,4764,7.689410
2478,3620,7.689427
1658,2800,7.689430
1024,2166,7.689435
3569,4711,7.689446
1009,2151,7.689453
228,1370,7.689457
1090,4947,7.689470
284,1426,7.689470
711,4568,7.689475
1083,2225,7.689477
2134,3276,7.689484
366,1508,7.689515
1191,2333,7.689530
3025,4167,7.689531
66,1208,7.689534
2679,3821,7.689534
3116,4258,7.689537
248,1390,7.689576
715,1857,7.689600
1085,2227,7.689610
265,4122,7.689617
3533,4675,7.689619
447,4254,7.689621
1661,2803,7.689640
2877,4019,7.689645
328,4185,7.689646
2492,3634,7.689657
2487,3629,7.689657
1736,2878,7.689661
2562,3704,7.689661
3311,4453,7.689667
2424,3566,7.689670
1369,2511,7.689671
1749,2891,7.689672
322,1464,7.689682
2315,3457,7.689684
272,1414,7.689690
702,1894,7.689698
3179,4321,7.689701
2563,3705,7.689709
1625,2767,7.689709
2368,3510,7.689711
81,3938,7.689717
3587,4729,7.689729
1535,2677,7.689737
3725,4867,7.689745
430,4287,7.689751
1425,2567,7.689756
1627,2769,7.689761
914,4771,7.689774
147,3954,7.689781
655,4512,7.689783
2236,3378,7.689787
793,1935,7.689789
3497,4639,7.689791
1158,2300,7.689802
202,4059,7.689806
1076,4933,7.689812
1006,4863,7.689815
2534,3676,7.689839
565,4422,7.689851
3491,4633,7.689862
2342,3484,7.689864
1293,2435,7.689874
3520,4662,7.689880
427,4284,7.689883
37,3894,7.689889
202,1394,7.689898
522,1664,7.689898
2590,3732,7.689902
1068,4925,7.689915
992,4849,7.689919
948,2090,7.689925
2149,3291,7.689947
3828,4970,7.689951
626,4483,7.689957
300,1492,7.689964
2582,3724,7.689976
3625,4767,7.689977
1195,2337,7.689998
3788,4930,7.690000
2028,3170,7.690007
3195,4337,7.690020
673,4530,7.690039
2568,3710,7.690039
49,3856,7.690050
549,4356,7.690055
946,4753,7.690058
592,1734,7.690061
521,4378,7.690063
3,1195,7.690083
2138,3280,7.690086
1073,4930,7.690091
3820,4962,7.690098
152,1344,7.690129
2885,4027,7.690133
836,4693,7.690146
1215,2357,7.690146
3413,4555,7.690148
694,4501,7.690160
1064,4921,7.690161
3843,4985,7.690161
3768,4910,7.690161
12,1154,7.690171
3081,4223,7.690177
2913,4055,7.690183
1595,2737,7.690184
1018,2160,7.690185
2158,3300,7.690186
1451,2643,7.690190
1647,2789,7.690195
3115,4257,7.690198
705,1897,7.690198
3479,4621,7.690203
2825,3967,7.690206
746,4553,7.690209
2672,3814,7.690211
273,1415,7.690212
1475,2617,7.690216
3101,4293,7.690225
493,4300,7.690232
2470,3612,7.690243
1881,3023,7.690245
191,4048,7.690252
90,3947,7.690258
3082,4224,7.690261
3258,4400,7.690261
237,4094,7.690264
167,4024,7.690269
102,1294,7.690269
3344,4486,7.690294
1722,2864,7.690295
38,1180,7.690303
1970,3112,7.690318
1942,3084,7.690318
3341,4483,7.690330
1730,2872,7.690335
1527,2669,7.690339
981,2123,7.690340
474,1616,7.690358
1110,4967,7.690362
996,2138,7.690368
1924,3066,7.690377
2992,4134,7.690382
3511,4653,7.690385
1792,2934,7.690388
791,4648,7.690400
1685,2827,7.690403
1235,2377,7.690405
1544,2686,7.690405
2867,4009,7.690414
2971,4113,7.690420
807,1999,7.690423
171,4028,7.690426
2026,3168,7.690427
594,1736,7.690429
584,1726,7.690438
1227,2369,7.690438
2105,3297,7.690446
3810,4952,7.690450
1027,2169,7.690454
911,2053,7.690458
3435,4577,7.690461
654,1846,7.690499
999,2141,7.690507
2682,3824,7.690507
783,4640,7.690539
1854,3046,7.690555
3603,4795,7.690562
1044,4851,7.690563
1114,4971,7.690570
906,4763,7.690571
2536,3678,7.690572
721,4578,7.690586
84,1226,7.690592
3697,4839,7.690641
637,1779,7.690650
2847,3989,7.690655
1939,3081,7.690660
794,4601,7.690673
1687,2829,7.690676
1417,2559,7.690688
1571,2713,7.690688
6,1198,7.690700
915,2057,7.690716
283,4140,7.690732
2704,3896,7.690746
908,4765,7.690746
647,4454,7.690749
3655,4847,7.690753
3790,4932,7.690756
1619,2761,7.690796
2398,3540,7.690798
808,1950,7.690808
853,4710,7.690813
1370,2512,7.690818
1655,2847,7.690849
57,3914,7.690850
3162,4304,7.690851
1761,2903,7.690852
876,4733,7.690859
21,3878,7.690861
1858,3000,7.690864
2351,3543,7.690866
394,4201,7.690869
3197,4339,7.690873
3242,4384,7.690885
887,2029,7.690887
205,4062,7.690896
1118,2260,7.690898
2334,3476,7.690902
1007,2199,7.690919
3526,4668,7.690933
1593,2735,7.690957
2882,4024,7.690960
818,1960,7.690961
677,1819,7.690964
870,2012,7.690971
581,1723,7.690979
1143,2285,7.690986
2801,3993,7.691012
2204,3396,7.691015
2824,3966,7.691018
653,4510,7.691019
2360,3502,7.691027
1101,4958,7.691029
654,4511,7.691035
3767,4909,7.691039
822,1964,7.691040
569,4426,7.691053
1750,2942,7.691064
707,1899,7.691065
1739,2881,7.691065
1620,2762,7.691071
1017,4874,7.691072
3119,4261,7.691096
2111,3253,7.691107
2712,3854,7.691120
448,1590,7.691129
1860,3002,7.691159
1261,2403,7.691159
3794,4936,7.691162
74,3931,7.691184
2692,3834,7.691191
784,4641,7.691210
355,1547,7.691223
811,4668,7.691255
3825,4967,7.691268
904,4761,7.691269
1755,2947,7.691271
1405,2597,7.691288
1000,4857,7.691295
2176,3318,7.691299
2988,4130,7.691299
318,1460,7.691304
880,4737,7.691313
130,3987,7.691317
3635,4777,7.691317
2713,3855,7.691324
2850,4042,7.691341
489,4346,7.691355
600,1792,7.691359
3303,4495,7.691376
532,1674,7.691380
2570,3712,7.691385
2166,3308,7.691387
3566,4708,7.691413
2045,3187,7.691416
562,4419,7.691426
75,1217,7.691436
2969,4111,7.691448
517,4374,7.691450
3097,4239,7.691463
681,1823,7.691466
1408,2550,7.691468
2170,3312,7.691479
1769,2911,7.691501
1233,2375,7.691506
195,1337,7.691509
3477,4619,7.691520
1391,2533,7.691525
1052,2244,7.691536
1650,2842,7.691578
3551,4743,7.691579
911,4768,7.691583
2577,3719,7.691590
1907,3099,7.691596
3431,4573,7.691598
323,1465,7.691612
1624,2766,7.691619
691,1833,7.691626
796,1938,7.691651
109,1251,7.691657
111,3968,7.691658
25,3882,7.691663
290,1432,7.691716
439,4296,7.691734
1162,2304,7.691737
2743,3885,7.691737
3147,4289,7.691738
2488,3630,7.691747
801,1993,7.691757
2567,3709,7.691774
849,4656,7.691776
3451,4643,7.691777
308,4165,7.691781
462,1604,7.691799
88,3945,7.691832
718,1860,7.691833
3100,4292,7.691835
964,2106,7.691855
1481,2623,7.691896
1545,2687,7.691897
826,1968,7.691897
712,1854,7.691906
3222,4364,7.691907
2841,3983,7.691910
2444,3586,7.691921
3510,4652,7.691930
3610,4752,7.691936
590,4447,7.691943
935,4792,7.691946
1145,2287,7.691950
398,1540,7.691956
849,1991,7.692000
676,1818,7.692025
2279,3421,7.692035
552,1744,7.692048
3525,4667,7.692077
646,4453,7.692086
465,1607,7.692100
240,1382,7.692102
2643,3785,7.692112
1147,4954,7.692120
21,1163,7.692120
583,4440,7.692126
1537,2679,7.692134
602,1794,7.692162
1336,2478,7.692165
1138,2280,7.692178
751,4608,7.692200
874,4731,7.692209
3713,4855,7.692210
1812,2954,7.692225
546,1688,7.692227
2299,3441,7.692231
1794,2936,7.692234
2178,3320,7.692237
211,4068,7.692240
121,3978,7.692244
447,1589,7.692244
739,4596,7.692247
995,4802,7.692265
393,1535,7.692298
1025,4882,7.692306
1622,2764,7.692308
3615,4757,7.692321
661,4518,7.692331
301,4158,7.692333
1399,2541,7.692334
3665,4807,7.692354
201,4058,7.692382
220,4077,7.692391
1390,2532,7.692403
2194,3336,7.692405
3822,4964,7.692409
495,1637,7.692416
3818,4960,7.692420
592,4449,7.692434
3686,4828,7.692444
78,3935,7.692463
1183,2325,7.692480
980,4837,7.692483
361,1503,7.692486
2722,3864,7.692509
2202,3394,7.692523
55,3912,7.692540
2333,3475,7.692563
3456,4648,7.692571
3113,4255,7.692594
294,1436,7.692630
731,4588,7.692637
3044,4186,7.692643
2770,3912,7.692660
1779,2921,7.692664
3586,4728,7.692666
3134,4276,7.692667
2513,3655,7.692712
3276,4418,7.692724
2737,3879,7.692727
82,3939,7.692730
664,4521,7.692762
274,4131,7.692790
454,1646,7.692796
3055,4247,7.692796
52,1244,7.692815
836,1978,7.692821
869,2011,7.692825
742,1884,7.692853
1570,2712,7.692854
3658,4800,7.692857
2126,3268,7.692867
2081,3223,7.692879
3575,4717,7.692885
362,4219,7.692885
612,1754,7.692901
2,3859,7.692906
504,4361,7.692917
133,3990,7.692929
2191,3333,7.692948
1035,4892,7.692978
627,1769,7.692999
628,1770,7.693012
163,1305,7.693048
2003,3195,7.693055
3763,4905,7.693062
1007,4864,7.693114
1827,2969,7.693126
219,1361,7.693133
92,3949,7.693137
964,4821,7.693146
826,4683,7.693147
51,3908,7.693157
3513,4655,7.693161
2996,4138,7.693167
772,4629,7.693182
427,1569,7.693202
2548,3690,7.693205
1106,2298,7.693211
1248,2390,7.693234
3680,4822,7.693236
672,4529,7.693240
3069,4211,7.693263
2665,3807,7.693265
3568,4710,7.693272
2061,3203,7.693278
2956,4148,7.693296
3740,4882,7.693297
875,4732,7.693349
563,4420,7.693358
2099,3241,7.693375
1156,2348,7.693382
2312,3454,7.693403
1950,3142,7.693422
744,4551,7.693430
2797,3939,7.693450
3578,4720,7.693455
2013,3155,7.693456
2632,3774,7.693461
1634,2776,7.693464
2101,3293,7.693487
255,1447,7.693526
787,1929,7.693531
3042,4184,7.693540
585,1727,7.693561
2916,4058,7.693576
2187,3329,7.693600
1804,2996,7.693606
1348,2490,7.693607
884,2026,7.693608
3024,4166,7.693609
1070,2212,7.693617
2875,4017,7.693653
1024,4881,7.693665
155,4012,7.693668
1306,2498,7.693684
2803,3995,7.693702
1048,4855,7.693702
128,3985,7.693706
766,4623,7.693760
3121,4263,7.693763
861,2003,7.693764
127,1269,7.693779
249,4056,7.693780
3387,4529,7.693811
454,4311,7.693822
2667,3809,7.693824
473,1615,7.693833
1071,4928,7.693872
3656,4848,7.693900
1060,4917,7.693925
2104,3296,7.693930
326,4183,7.693942
2088,3230,7.693944
573,1715,7.693954
3645,4787,7.693985
2480,3622,7.693993
1054,4911,7.694009
2219,3361,7.694012
652,4509,7.694014
1033,4890,7.694016
3255,4447,7.694035
872,2014,7.694039
363,1505,7.694043
1689,2831,7.694059
2051,3243,7.694070
540,1682,7.694081
1148,4955,7.694083
117,3974,7.694089
1083,4940,7.694105
3240,4382,7.694105
3368,4510,7.694124
2635,3777,7.694178
1815,2957,7.694206
3054,4246,7.694215
2583,3725,7.694216
2879,4021,7.694219
158,4015,7.694225
3188,4330,7.694247
3031,4173,7.694255
917,4774,7.694260
2297,3439,7.694269
781,1923,7.694272
1973,3115,7.694275
567,1709,7.694299
801,4658,7.694336
538,1680,7.694361
110,3967,7.694370
2758,3900,7.694375
611,4468,7.694389
2425,3567,7.694430
1304,2496,7.694433
1416,2558,7.694446
2086,3228,7.694458
2630,3772,7.694500
949,2091,7.694506
812,1954,7.694510
3125,4267,7.694518
3035,4177,7.694539
3701,4893,7.694543
154,4011,7.694545
207,4064,7.694587
3215,4357,7.694604
140,3997,7.694618
1086,4943,7.694630
418,4275,7.694634
701,4558,7.694640
675,1817,7.694645
746,1888,7.694679
1555,2747,7.694683
391,4248,7.694688
384,1526,7.694709
837,4694,7.694713
1447,2589,7.694727
1482,2624,7.694741
1021,4878,7.694748
1516,2658,7.694757
3789,4931,7.694767
2,1194,7.694788
2508,3650,7.694844
1510,2652,7.694854
2608,3750,7.694868
638,1780,7.694882
1438,2580,7.694903
1692,2834,7.694932
370,1512,7.694938
1892,3034,7.694938
745,4552,7.694942
1932,3074,7.694968
522,4379,7.694989
1030,2172,7.695001
0,1192,7.695040
1581,2723,7.695052
539,1681,7.695058
406,1598,7.695075
941,4798,7.695075
2359,3501,7.695079
649,4456,7.695088
3004,4196,7.695146
1053,4910,7.695161
1524,2666,7.695211
2524,3666,7.695223
2715,3857,7.695259
1237,2379,7.695279
1259,2401,7.695299
597,4404,7.695303
945,4752,7.695321
3109,4251,7.695328
1724,2866,7.695352
364,1506,7.695353
192,1334,7.695363
738,4595,7.695379
2835,3977,7.695380
3467,4609,7.695394
1069,4926,7.695396
2453,3645,7.695424
2652,3844,7.695426
8,1150,7.695445
2952,4144,7.695515
968,4825,7.695543
553,4410,7.695565
827,4684,7.695572
2154,3346,7.695574
2459,3601,7.695593
1108,2250,7.695598
2112,3254,7.695615
64,3921,7.695653
765,1907,7.695655
3602,4794,7.695704
749,1891,7.695716
2625,3767,7.695729
3302,4494,7.695731
354,1546,7.695737
87,1229,7.695757
989,2131,7.695757
2245,3387,7.695807
1201,2393,7.695817
3778,4920,7.695830
473,4330,7.695861
1347,2489,7.695909
854,2046,7.695982
3809,4951,7.695986
3423,4565,7.696004
3446,4588,7.696009
2965,4107,7.696029
2659,3801,7.696034
1135,2277,7.696060
1483,2625,7.696063
2290,3432,7.696081
236,4093,7.696097
46,1188,7.696112
1528,2670,7.696141
1936,3078,7.696176
2943,4085,7.696180
2291,3433,7.696223
3332,4474,7.696241
3784,4926,7.696248
3233,4375,7.696254
2565,3707,7.696280
2846,3988,7.696280
864,4721,7.696289
1565,2707,7.696320
951,2143,7.696337
736,1878,7.696341
1716,2858,7.696369
993,2135,7.696371
438,4295,7.696402
3047,4189,7.696414
319,4176,7.696427
3402,4594,7.696461
3454,4646,7.696470
245,4052,7.696474
825,1967,7.696500
3796,4938,7.696502
948,4755,7.696532
286,4143,7.696541
1276,2418,7.696556
3608,4750,7.696567
855,2047,7.696581
120,1262,7.696600
532,4389,7.696610
1161,2303,7.696642
2866,4008,7.696673
1768,2910,7.696701
3715,4857,7.696707
773,1915,7.696709
143,3950,7.696719
792,4649,7.696734
665,1807,7.696756
1063,2205,7.696773
2078,3220,7.696778
2180,3322,7.696781
2390,3532,7.696813
333,1475,7.696826
1847,2989,7.696833
453,1645,7.696875
2711,3853,7.696906
412,1554,7.696914
3831,4973,7.696923
2006,3198,7.696946
1709,2851,7.696959
305,1497,7.696974
2182,3324,7.697006
2092,3234,7.697046
2820,3962,7.697049
972,4829,7.697053
737,4594,7.697065
2272,3414,7.697083
239,1381,7.697093
986,4843,7.697097
3654,4846,7.697114
2999,4141,7.697119
3123,4265,7.697145
400,1592,7.697165
502,1694,7.697170
3068,4210,7.697201
165,1307,7.697227
213,1355,7.697232
1608,2750,7.697232
1045,2187,7.697252
1944,3086,7.697263
85,3942,7.697293
3007,4199,7.697306
1618,2760,7.697307
790,4647,7.697326
3150,4342,7.697354
538,4395,7.697360
3812,4954,7.697378
1923,3065,7.697382
29,3886,7.697401
995,2137,7.697413
1028,4885,7.697466
1252,2444,7.697470
3805,4997,7.697491
1307,2499,7.697505
209,4066,7.697516
3021,4163,7.697517
1327,2469,7.697539
591,1733,7.697540
1877,3019,7.697598
2381,3523,7.697621
3094,4236,7.697625
829,1971,7.697640
190,4047,7.697661
2790,3932,7.697713
2551,3743,7.697716
1534,2676,7.697758
3072,4214,7.697779
1182,2324,7.697802
1772,2914,7.697813
1640,2782,7.697872
622,1764,7.697886
1853,3045,7.697887
10,1152,7.697895
2064,3206,7.697909
3609,4751,7.697925
2389,3531,7.697953
2477,3619,7.697979
3029,4171,7.698003
97,3904,7.698064
274,1416,7.698069
1040,4897,7.698087
605,4462,7.698087
1011,4868,7.698108
841,1983,7.698110
980,2122,7.698113
1784,2926,7.698135
2727,3869,7.698161
934,2076,7.698162
509,4366,7.698167
3670,4812,7.698189
2426,3568,7.698193
2207,3399,7.698196
3420,4562,7.698204
3544,4686,7.698209
756,4613,7.698218
2887,4029,7.698223
834,1976,7.698228
557,1749,7.698248
2869,4011,7.698255
107,3964,7.698277
1500,2692,7.698279
953,2145,7.698281
339,1481,7.698292
2493,3635,7.698312
3436,4578,7.698346
316,1458,7.698347
1244,2386,7.698350
3741,4883,7.698370
1708,2850,7.698389
1682,2824,7.698406
2978,4120,7.698424
506,4363,7.698432
218,1360,7.698436
417,4274,7.698475
3331,4473,7.698515
1665,2807,7.698519
1121,2263,7.698529
2125,3267,7.698531
2388,3530,7.698557
766,1908,7.698585
1445,2587,7.698600
3733,4875,7.698623
452,1644,7.698644
307,1499,7.698664
1946,3088,7.698675
651,4508,7.698690
1169,2311,7.698710
630,4487,7.698710
3565,4707,7.698738
1133,4990,7.698739
3573,4715,7.698781
2622,3764,7.698787
1679,2821,7.698837
37,1179,7.698868
1250,2442,7.698899
2471,3613,7.698950
364,4221,7.698957
3461,4603,7.699014
3333,4475,7.699054
1050,4907,7.699058
1264,2406,7.699067
3234,4376,7.699073
2889,4031,7.699077
2243,3385,7.699138
1926,3068,7.699164
178,1320,7.699164
2022,3164,7.699177
3830,4972,7.699216
431,1573,7.699219
309,1451,7.699237
1282,2424,7.699254
2772,3914,7.699274
1313,2455,7.699282
1848,2990,7.699376
3186,4328,7.699380
1393,2535,7.699392
3832,4974,7.699487
821,4678,7.699543
882,4739,7.699557
819,4676,7.699562
910,2052,7.699590
258,1400,7.699596
2009,3151,7.699615
272,4129,7.699625
1355,2547,7.699649
1239,2381,7.699703
1374,2516,7.699737
1149,2291,7.699764
1329,2471,7.699769
1446,2588,7.699770
2250,3442,7.699813
377,4234,7.699817
2888,4030,7.699821
593,1735,7.699827
1211,2353,7.699853
851,2043,7.699859
769,1911,7.699870
73,1215,7.699875
918,4775,7.699904
1495,2637,7.699908
2467,3609,7.699958
321,1463,7.699967
3601,4793,7.700009
2862,4004,7.700103
983,2125,7.700104
1016,2158,7.700128
2561,3703,7.700195
916,4773,7.700243
2225,3367,7.700248
1938,3080,7.700258
2317,3459,7.700262
2054,3246,7.700268
965,4822,7.700304
719,1861,7.700330
126,3983,7.700375
1959,3101,7.700385
1217,2359,7.700436
3369,4511,7.700471
310,1452,7.700482
3291,4433,7.700485
620,1762,7.700530
3324,4466,7.700569
2270,3412,7.700617
2902,4094,7.700645
1844,2986,7.700682
3508,4650,7.700699
1662,2804,7.700763
3278,4420,7.700789
3260,4402,7.700796
520,4377,7.700896
38,3895,7.700910
412,4269,7.701033
43,3850,7.701035
40,1182,7.701075
870,4727,7.701099
508,4365,7.701107
2348,3490,7.701171
2666,3808,7.701178
981,4838,7.701178
3326,4468,7.701199
2605,3797,7.701204
3168,4310,7.701273
3735,4877,7.701290
717,1859,7.701303
739,1881,7.701304
396,4203,7.701337
2651,3843,7.701346
2383,3525,7.701365
3519,4661,7.701370
1109,4966,7.701387
2798,3940,7.701405
2035,3177,7.701429
419,4276,7.701448
782,1924,7.701450
1298,2440,7.701482
2787,3929,7.701525
1563,2705,7.701528
1440,2582,7.701530
2511,3653,7.701546
3598,4740,7.701654
515,4372,7.701670
2129,3271,7.701691
497,1639,7.701694
1725,2867,7.701726
2336,3478,7.701769
3434,4576,7.701855
696,4503,7.701858
2160,3302,7.701880
197,1339,7.701887
115,3972,7.701896
697,1839,7.701900
3414,4556,7.701986
2668,3810,7.702006
3560,4702,7.702021
1829,2971,7.702039
68,3925,7.702067
239,4096,7.702078
226,1368,7.702080
684,4541,7.702112
22,3879,7.702116
320,4177,7.702153
2617,3759,7.702184
1988,3130,7.702199
180,4037,7.702214
3243,4385,7.702277
3611,4753,7.702290
254,4111,7.702330
1674,2816,7.702346
3730,4872,7.702389
2791,3933,7.702392
2438,3580,7.702392
1660,2802,7.702397
1140,2282,7.702444
3103,4295,7.702470
731,1873,7.702507
722,1864,7.702533
3381,4523,7.702554
2506,3698,7.702554
485,1627,7.702577
747,4554,7.702578
1079,2221,7.702604
296,1438,7.702611
386,1528,7.702663
930,4787,7.702668
156,1348,7.702694
467,4324,7.702715
2335,3477,7.702722
3844,4986,7.702828
2491,3633,7.702844
683,1825,7.702868
548,1690,7.702870
268,1410,7.702876
1777,2919,7.702894
455,4312,7.702896
1919,3061,7.702909
1253,2445,7.702949
1945,3087,7.702953
2851,4043,7.702987
2083,3225,7.703008
1428,2570,7.703052
3422,4564,7.703082
2518,3660,7.703090
2792,3934,7.703129
1908,3050,7.703145
1491,2633,7.703166
1536,2678,7.703176
2658,3800,7.703192
816,4673,7.703272
166,4023,7.703280
965,2107,7.703302
3504,4696,7.703309
2881,4023,7.703322
55,1247,7.703417
22,1164,7.703459
2434,3576,7.703467
659,4516,7.703518
2603,3795,7.703523
2371,3513,7.703534
3026,4168,7.703581
3499,4641,7.703609
221,4078,7.703615
251,1443,7.703649
457,4314,7.703741
410,4267,7.703747
3135,4277,7.703770
3377,4519,7.703771
1548,2690,7.703862
2192,3334,7.703924
3213,4355,7.703940
220,1362,7.703995
3410,4552,7.704015
2936,4078,7.704022
3314,4456,7.704025
1249,2391,7.704077
463,4320,7.704080
2256,3448,7.704084
1066,2208,7.704132
112,3969,7.704160
617,1759,7.704176
256,1448,7.704230
3279,4421,7.704294
264,1406,7.704393
938,4795,7.704422
886,2028,7.704472
1111,2253,7.704491
3824,4966,7.704501
400,4257,7.704525
3644,4786,7.704526
1048,2190,7.704534
1712,2854,7.704640
1092,2234,7.704666
1805,2997,7.704677
3596,4738,7.704682
585,4442,7.704693
1723,2865,7.704699
1207,2399,7.704710
1055,4912,7.704748
1392,2534,7.704757
546,4353,7.704760
329,4186,7.704896
555,1747,7.704910
2576,3718,7.704924
2150,3342,7.705032
201,1393,7.705033
1849,2991,7.705059
1560,2702,7.705100
2479,3621,7.705160
500,4357,7.705249
3429,4571,7.705265
3080,4222,7.705269
910,4767,7.705333
856,2048,7.705342
2907,4099,7.705343
3143,4285,7.705358
121,1263,7.705465
1085,4942,7.705494
347,1489,7.705523
1194,2336,7.705549
644,4451,7.705565
2246,3388,7.705566
3734,4876,7.705628
1991,3133,7.705683
229,4086,7.705689
425,4282,7.705725
495,4302,7.705728
355,4212,7.705836
682,4539,7.705874
3040,4182,7.705906
976,2118,7.705911
1186,2328,7.705960
754,4611,7.705988
1993,3135,7.706021
30,1172,7.706024
2503,3695,7.706045
2137,3279,7.706075
1058,4915,7.706137
711,1853,7.706180
896,4703,7.706301
1290,2432,7.706302
136,1278,7.706308
952,2144,7.706322
973,2115,7.706363
2982,4124,7.706386
1626,2768,7.706432
2241,3383,7.706437
671,1813,7.706461
142,3999,7.706545
1715,2857,7.706615
640,4497,7.706647
1163,2305,7.706695
1916,3058,7.706707
2934,4076,7.706861
449,1591,7.706894
921,4778,7.706908
365,4222,7.706969
3269,4411,7.706976
3496,4638,7.707008
1654,2846,7.707043
2859,4001,7.707056
3668,4810,7.707097
483,1625,7.707098
2233,3375,7.707099
211,1353,7.707153
2326,3468,7.707166
1568,2710,7.707170
1123,4980,7.707254
1383,2525,7.707358
3802,4994,7.707409
349,4156,7.707510
1575,2717,7.707529
440,1582,7.707553
3006,4198,7.707623
2931,4073,7.707656
130,1272,7.707670
639,4496,7.707751
3176,4318,7.707913
2647,3789,7.707922
730,4587,7.707929
3503,4695,7.707952
582,4439,7.707992
2720,3862,7.708012
20,3877,7.708070
1064,2206,7.708091
1000,2192,7.708113
149,1291,7.708137
2560,3702,7.708155
862,2004,7.708187
100,1292,7.708225
2725,3867,7.708235
3371,4513,7.708253
3189,4331,7.708334
1426,2568,7.708355
1617,2759,7.708361
780,1922,7.708490
674,1816,7.708569
460,1602,7.708708
2063,3205,7.708730
301,1493,7.708739
262,4119,7.708744
1633,2775,7.708750
873,4730,7.708781
3590,4732,7.708816
1093,2235,7.708935
3787,4929,7.708995
383,1525,7.708995
3359,4501,7.709055
123,1265,7.709066
168,1310,7.709082
820,4677,7.709084
33,1175,7.709107
648,4455,7.709134
2486,3628,7.709134
335,4192,7.709158
2844,3986,7.709212
963,4820,7.709310
3249,4391,7.709341
1782,2924,7.709403
1851,3043,7.709432
450,4307,7.709499
2106,3298,7.709548
63,1205,7.709593
2369,3511,7.709643
3339,4481,7.709646
2036,3178,7.709653
908,2050,7.709654
676,4533,7.709725
166,1308,7.709791
2655,3847,7.709854
1120,2262,7.709865
1107,4964,7.709880
9,1151,7.709925
1326,2468,7.710018
1964,3106,7.710021
164,4021,7.710108
441,1583,7.710209
2569,3711,7.710250
772,1914,7.710277
57,1249,7.710300
3078,4220,7.710340
2979,4121,7.710380
1006,2198,7.710459
2135,3277,7.710574
764,1906,7.710579
243,1385,7.710588
1073,2215,7.710598
839,1981,7.710602
477,1619,7.710649
859,2001,7.710723
1154,2346,7.710787
1192,2334,7.710811
445,1587,7.710876
3312,4454,7.710964
177,1319,7.711028
249,1391,7.711052
2269,3411,7.711060
2039,3181,7.711065
3760,4902,7.711075
65,3922,7.711116
275,4132,7.711252
448,4255,7.711295
1999,3141,7.711343
3512,4654,7.711476
531,1673,7.711553
1420,2562,7.711589
3835,4977,7.711646
1038,4895,7.711832
3184,4326,7.711840
348,4155,7.711841
1008,4865,7.711861
1707,2899,7.711877
625,1767,7.711907
1061,4918,7.711934
3212,4354,7.712121
376,4233,7.712220
2942,4084,7.712245
632,1774,7.712333
1614,2756,7.712334
824,4681,7.712375
1294,2436,7.712454
232,4089,7.712499
2363,3505,7.712543
979,4836,7.712550
3099,4241,7.712553
256,4113,7.712580
2416,3558,7.712592
809,1951,7.712614
924,2066,7.712742
621,1763,7.712760
1109,2251,7.712761
2007,3199,7.712780
3738,4880,7.712846
690,1832,7.712847
95,3902,7.713092
2428,3570,7.713131
28,3885,7.713165
2650,3842,7.713206
1543,2685,7.713277
2795,3937,7.713319
1752,2944,7.713376
3290,4432,7.713440
3306,4498,7.713512
3663,4805,7.713580
17,3874,7.713620
