obj_i,obj_j,miss_km,Pc,dv_ms,type,tca,cam_sat_idx
42,5009,6.702606,7.468664e-79,0.0000,sat-debris,1594005.141007,42
18,4888,6.260342,7.354259e-79,0.0000,sat-debris,1659189.573876,18
91,4290,4.629099,7.249450e-79,0.0000,sat-debris,1467205.298090,91
98,3568,8.813304,6.669188e-79,0.0000,sat-debris,1724685.321750,98
40,4139,7.774192,5.378161e-79,0.0000,sat-debris,1444440.750711,40
46,4228,8.577620,4.884562e-79,0.0000,sat-debris,1351485.255569,46
83,4210,4.223302,4.878989e-79,0.0000,sat-debris,1683614.204206,83
73,3840,6.470781,4.445026e-79,0.0000,sat-debris,1335389.925763,73
40,4511,8.475152,4.421112e-79,0.0000,sat-debris,1547351.195453,40
81,3574,9.129521,4.246262e-79,0.0000,sat-debris,1646200.183181,81
97,4379,3.844228,4.029000e-79,0.0000,sat-debris,1372919.517828,97
22,4372,4.585745,3.857476e-79,0.0000,sat-debris,1443889.981527,22
38,4451,4.319603,3.700378e-79,0.0000,sat-debris,1703790.365887,38
59,3950,5.505391,3.466903e-79,0.0000,sat-debris,1404968.508181,59
55,4804,3.915909,3.344830e-79,0.0000,sat-debris,1304829.450195,55
7,3570,4.834311,3.049983e-79,0.0000,sat-debris,1464854.508053,7
19,4464,5.403362,2.854033e-79,0.0000,sat-debris,1620869.484856,19
72,4864,8.670333,2.733105e-79,0.0000,sat-debris,1615210.706840,72
16,3555,5.420035,2.605735e-79,0.0000,sat-debris,1379905.499421,16
31,3616,4.371477,1.797440e-79,0.0000,sat-debris,1325104.377307,31
62,4814,4.481964,1.720643e-79,0.0000,sat-debris,1506559.526316,62
93,4801,9.806422,1.681398e-79,0.0000,sat-debris,1665664.131318,93
69,3995,7.129082,1.607757e-79,0.0000,sat-debris,1418104.937451,69
29,13953,9.043148,1.590092e-79,0.0000,sat-debris,1339845.000777,29
98,4140,7.309556,1.514704e-79,0.0000,sat-debris,1727480.367207,98
33,4220,9.762020,1.245558e-79,0.0000,sat-debris,1688559.935223,33
86,5151,4.244519,1.245550e-79,0.0000,sat-debris,1481539.895611,86
4,4027,8.030153,1.243399e-79,0.0000,sat-debris,1631574.374864,4
44,4777,5.355495,1.203978e-79,0.0000,sat-debris,1420055.436026,44
56,15973,3.883791,9.734449e-80,0.0000,sat-debris,1647565.617891,56
61,4721,8.556414,8.429722e-80,0.0000,sat-debris,1569838.749959,61
23,5163,9.247667,7.726572e-80,0.0000,sat-debris,1700330.870104,23
4,5143,6.633592,6.866225e-80,0.0000,sat-debris,1528460.884219,4
21,4031,9.630227,6.688707e-80,0.0000,sat-debris,1609899.187374,21
39,4656,3.869668,6.040447e-80,0.0000,sat-debris,1566110.771267,39
31,4139,5.511687,5.937188e-80,0.0000,sat-debris,1678918.947261,31
74,3815,4.678722,5.428685e-80,0.0000,sat-debris,1500254.961585,74
40,4490,6.921483,5.392724e-80,0.0000,sat-debris,1301148.157378,40
54,3668,4.892784,5.366311e-80,0.0000,sat-debris,1488939.341664,54
48,4768,4.010792,4.497127e-80,0.0000,sat-debris,1572395.801252,48
57,1662,9.521504,4.136442e-80,0.0000,sat-debris,1435889.950361,57
19,3576,4.136830,4.033144e-80,0.0000,sat-debris,1692290.088294,19
9,4069,4.104282,4.005675e-80,0.0000,sat-debris,1314230.436853,9
73,3750,4.990094,3.635573e-80,0.0000,sat-debris,1368789.578950,73
77,5161,5.991863,2.919914e-80,0.0000,sat-debris,1504039.498138,77
40,4368,7.059232,2.848269e-80,0.0000,sat-debris,1662116.600786,40
95,3824,8.243751,1.967997e-80,0.0000,sat-debris,1458834.731043,95
30,4011,6.168268,1.496093e-80,0.0000,sat-debris,1369775.373656,30
87,4657,9.381116,1.323581e-80,0.0000,sat-debris,1583075.270707,87
76,3439,6.306546,1.246993e-80,0.0000,sat-debris,1420657.094532,76
43,12176,4.006688,1.236188e-80,0.0000,sat-debris,1497910.208673,43
75,10657,5.582407,1.187913e-80,0.0000,sat-debris,1339185.309372,75
82,4291,4.571341,1.154525e-80,0.0000,sat-debris,1507179.485717,82
82,4834,4.885828,1.129897e-80,0.0000,sat-debris,1677379.611794,82
3,866,6.154710,1.093314e-80,0.0000,sat-debris,1335205.332997,3
38,4113,4.276436,8.504153e-81,0.0000,sat-debris,1687354.575326,38
99,4994,6.377560,8.268357e-81,0.0000,sat-debris,1611019.387720,99
82,4036,4.993041,6.554881e-81,0.0000,sat-debris,1352069.680459,82
1,5133,6.711041,6.548079e-81,0.0000,sat-debris,1318285.588235,1
58,4644,4.185789,6.078866e-81,0.0000,sat-debris,1606145.804590,58
3,4967,8.531011,6.062610e-81,0.0000,sat-debris,1603152.792686,3
0,4980,5.269258,5.661041e-81,0.0000,sat-debris,1581965.156046,0
91,5133,3.933120,4.006207e-81,0.0000,sat-debris,1455430.928831,91
74,5134,5.396897,3.824915e-81,0.0000,sat-debris,1322779.929262,74
79,3585,4.496383,3.653276e-81,0.0000,sat-debris,1610513.874452,79
56,4014,9.145549,3.632713e-81,0.0000,sat-debris,1712119.952580,56
52,3918,7.392838,3.191430e-81,0.0000,sat-debris,1442780.651507,52
22,4058,7.621872,3.167541e-81,0.0000,sat-debris,1666955.496705,22
6,3863,6.032568,2.440739e-81,0.0000,sat-debris,1315565.930158,6
90,4209,4.195964,2.233302e-81,0.0000,sat-debris,1536115.359978,90
41,4895,5.647160,2.196106e-81,0.0000,sat-debris,1661850.124722,41
89,3999,4.629188,1.980307e-81,0.0000,sat-debris,1319619.685164,89
21,4011,3.885972,1.804324e-81,0.0000,sat-debris,1575624.469549,21
56,6522,7.645069,1.558589e-81,0.0000,sat-debris,1500820.400577,56
81,4816,6.291220,1.558322e-81,0.0000,sat-debris,1518065.047510,81
81,4974,8.792705,1.519882e-81,0.0000,sat-debris,1375104.233272,81
38,3964,5.552450,1.442541e-81,0.0000,sat-debris,1428935.379948,38
44,3441,5.149359,1.299176e-81,0.0000,sat-debris,1688706.037367,44
58,3616,4.311345,1.251352e-81,0.0000,sat-debris,1400330.244952,58
25,3974,4.892484,9.647230e-82,0.0000,sat-debris,1579825.272587,25
57,808,4.454419,8.932668e-82,0.0000,sat-debris,1569085.342749,57
80,276,6.603335,8.295470e-82,0.0000,sat-debris,1507760.892174,80
13,3551,6.722955,8.232824e-82,0.0000,sat-debris,1685149.392527,13
27,3534,3.972630,7.653595e-82,0.0000,sat-debris,1298765.327857,27
56,3525,4.457336,7.189888e-82,0.0000,sat-debris,1664685.206281,56
86,4220,6.174762,6.978383e-82,0.0000,sat-debris,1727630.530512,86
58,3757,4.866647,5.913909e-82,0.0000,sat-debris,1515800.334662,58
51,4663,4.243325,5.594859e-82,0.0000,sat-debris,1718935.510532,51
43,4498,9.479307,5.541321e-82,0.0000,sat-debris,1465510.023614,43
62,1764,4.342218,5.267895e-82,0.0000,sat-debris,1467368.811540,62
55,4915,6.317739,5.203417e-82,0.0000,sat-debris,1407284.365603,55
78,4084,6.563813,4.903211e-82,0.0000,sat-debris,1353874.316332,78
61,4628,5.219445,4.707847e-82,0.0000,sat-debris,1465445.537741,61
94,4282,7.782473,4.628010e-82,0.0000,sat-debris,1562845.439906,94
86,3696,6.212267,3.266770e-82,0.0000,sat-debris,1521170.180772,86
97,4498,4.862760,3.252133e-82,0.0000,sat-debris,1429859.751278,97
78,3606,6.245360,3.218344e-82,0.0000,sat-debris,1623089.199179,78
93,3510,5.050225,3.069849e-82,0.0000,sat-debris,1426620.697799,93
53,3549,5.145967,2.929391e-82,0.0000,sat-debris,1609009.245811,53
38,3511,7.685509,2.838139e-82,0.0000,sat-debris,1325490.062722,38
84,4587,5.159946,2.805293e-82,0.0000,sat-debris,1305470.005630,84
85,4090,5.047954,2.538764e-82,0.0000,sat-debris,1515261.371406,85
90,4014,6.580159,2.523151e-82,0.0000,sat-debris,1627844.483345,90
73,4818,6.568308,2.275598e-82,0.0000,sat-debris,1671795.461453,73
32,4805,6.191468,2.265689e-82,0.0000,sat-debris,1662610.468123,32
35,4107,4.361335,1.949128e-82,0.0000,sat-debris,1500085.055516,35
33,4729,4.267468,1.887691e-82,0.0000,sat-debris,1707150.407208,33
43,4662,3.912998,1.841955e-82,0.0000,sat-debris,1712349.674033,43
39,4155,7.057131,1.672609e-82,0.0000,sat-debris,1662829.217726,39
34,3923,3.946618,1.490043e-82,0.0000,sat-debris,1699872.985718,34
61,3620,4.304586,1.421800e-82,0.0000,sat-debris,1633090.601386,61
25,4887,3.950528,1.351938e-82,0.0000,sat-debris,1574480.147721,25
44,3765,8.177672,1.342777e-82,0.0000,sat-debris,1444120.155607,44
7,3490,5.588511,1.152376e-82,0.0000,sat-debris,1481779.936361,7
5,4047,3.921889,1.010408e-82,0.0000,sat-debris,1666014.341845,5
66,3728,5.370626,8.267509e-83,0.0000,sat-debris,1607714.719726,66
37,2599,3.976228,7.653211e-83,0.0000,sat-debris,1383815.843650,37
33,4084,4.740783,7.550464e-83,0.0000,sat-debris,1661714.297383,33
61,4989,5.699000,7.169815e-83,0.0000,sat-debris,1691154.751981,61
7,4904,7.906765,6.039408e-83,0.0000,sat-debris,1322250.326082,7
39,3613,5.221985,5.546000e-83,0.0000,sat-debris,1646955.635299,39
43,4941,3.937882,5.428738e-83,0.0000,sat-debris,1644330.182554,43
22,3950,4.189412,4.251520e-83,0.0000,sat-debris,1364125.229422,22
29,3550,6.991622,3.820748e-83,0.0000,sat-debris,1589560.346754,29
26,3683,6.209891,3.604665e-83,0.0000,sat-debris,1368829.833189,26
45,4148,6.297896,3.333981e-83,0.0000,sat-debris,1699208.549619,45
74,1735,9.791090,2.966075e-83,0.0000,sat-debris,1714175.166015,74
41,4125,4.572687,2.890127e-83,0.0000,sat-debris,1593350.507078,41
58,4920,8.323141,2.595407e-83,0.0000,sat-debris,1617461.185023,58
72,4609,4.276006,2.503436e-83,0.0000,sat-debris,1524625.074045,72
5,3963,3.961073,2.182128e-83,0.0000,sat-debris,1529385.598225,5
55,4609,9.776915,2.155730e-83,0.0000,sat-debris,1466574.951833,55
90,4149,5.996975,2.034144e-83,0.0000,sat-debris,1548670.121674,90
73,5023,5.465839,1.708111e-83,0.0000,sat-debris,1660484.188551,73
66,3553,5.576271,1.033908e-83,0.0000,sat-debris,1532589.118010,66
83,4965,5.600847,1.017780e-83,0.0000,sat-debris,1654580.740656,83
24,4143,5.924496,9.338969e-84,0.0000,sat-debris,1551484.255279,24
83,3611,6.692931,8.936155e-84,0.0000,sat-debris,1694411.332060,83
72,4109,7.052882,8.562169e-84,0.0000,sat-debris,1712325.524647,72
80,3704,7.787784,7.831728e-84,0.0000,sat-debris,1696414.170811,80
72,5014,4.304312,5.677175e-84,0.0000,sat-debris,1380684.468405,72
95,4279,5.262169,5.404480e-84,0.0000,sat-debris,1539364.882895,95
67,4644,7.953472,5.394386e-84,0.0000,sat-debris,1394571.536813,67
98,3866,5.043333,5.123501e-84,0.0000,sat-debris,1617689.415167,98
18,4163,4.924510,5.076240e-84,0.0000,sat-debris,1669754.923909,18
88,4766,4.532215,4.922344e-84,0.0000,sat-debris,1582066.262643,88
24,3462,5.782579,4.342407e-84,0.0000,sat-debris,1649440.375368,24
93,4847,8.560043,3.650362e-84,0.0000,sat-debris,1619893.592698,93
99,4272,4.192361,2.879761e-84,0.0000,sat-debris,1720434.306722,99
38,10659,5.244248,2.795028e-84,0.0000,sat-debris,1672585.980864,38
92,3935,5.865540,2.765588e-84,0.0000,sat-debris,1369324.499709,92
57,4918,9.316853,2.413175e-84,0.0000,sat-debris,1698209.706005,57
74,3921,6.851417,2.382965e-84,0.0000,sat-debris,1667100.002762,74
71,3548,9.282781,1.646686e-84,0.0000,sat-debris,1638333.375470,71
33,4257,7.929232,1.600329e-84,0.0000,sat-debris,1456689.878282,33
14,6932,6.364334,1.127533e-84,0.0000,sat-debris,1373629.594852,14
59,4946,5.390439,1.109279e-84,0.0000,sat-debris,1457629.715784,59
44,3534,3.972668,1.068468e-84,0.0000,sat-debris,1316740.708382,44
61,4873,8.371330,9.724267e-85,0.0000,sat-debris,1364100.287348,61
7,9471,4.367349,6.282676e-85,0.0000,sat-debris,1407708.332133,7
10,1137,4.483255,5.595008e-85,0.0000,sat-debris,1633384.857783,10
63,3546,3.995932,5.294049e-85,0.0000,sat-debris,1308200.614874,63
69,4125,9.089848,3.767039e-85,0.0000,sat-debris,1410659.921369,69
36,3350,4.007102,3.435304e-85,0.0000,sat-debris,1569010.460636,36
36,4091,4.858344,2.909501e-85,0.0000,sat-debris,1356470.599423,36
97,4084,8.987235,2.685614e-85,0.0000,sat-debris,1726239.359545,97
69,4084,4.617720,2.642016e-85,0.0000,sat-debris,1548270.643503,69
68,3759,5.738763,2.634044e-85,0.0000,sat-debris,1515274.960008,68
2,3929,4.009715,2.374881e-85,0.0000,sat-debris,1584369.361541,2
55,3550,9.331432,2.112025e-85,0.0000,sat-debris,1367335.103775,55
59,4851,6.185507,1.641379e-85,0.0000,sat-debris,1600554.563795,59
7,3699,5.261658,1.276483e-85,0.0000,sat-debris,1368951.054634,7
59,4018,9.193984,1.249853e-85,0.0000,sat-debris,1418330.197413,59
89,3769,7.790771,1.047164e-85,0.0000,sat-debris,1702895.516861,89
14,4513,5.512725,9.502212e-86,0.0000,sat-debris,1625964.901729,14
61,5025,5.327977,7.534876e-86,0.0000,sat-debris,1581850.708071,61
26,4748,4.001740,7.013350e-86,0.0000,sat-debris,1514169.643875,26
58,4098,5.923625,5.982565e-86,0.0000,sat-debris,1571979.258176,58
1,4146,6.115776,4.527592e-86,0.0000,sat-debris,1611145.554294,1
4,2194,4.388651,3.822480e-86,0.0000,sat-debris,1682414.615188,4
92,1780,6.626411,3.795636e-86,0.0000,sat-debris,1374064.924911,92
16,13744,9.678874,3.702731e-86,0.0000,sat-debris,1455634.841261,16
28,3905,6.534688,3.203676e-86,0.0000,sat-debris,1422934.963773,28
11,1969,8.362365,2.759006e-86,0.0000,sat-debris,1444179.142199,11
43,4827,4.546594,2.231847e-86,0.0000,sat-debris,1638365.552856,43
99,1671,4.329940,1.792471e-86,0.0000,sat-debris,1551865.307280,99
59,3655,5.204682,1.787592e-86,0.0000,sat-debris,1313770.516775,59
19,4262,6.826251,1.682550e-86,0.0000,sat-debris,1588675.420353,19
95,4139,6.859490,1.505829e-86,0.0000,sat-debris,1523030.063051,95
45,4797,4.411176,1.317615e-86,0.0000,sat-debris,1448464.786542,45
25,3421,5.645136,1.255937e-86,0.0000,sat-debris,1551509.528696,25
73,3420,8.237522,1.121678e-86,0.0000,sat-debris,1367958.121249,73
61,1240,6.543392,8.860809e-87,0.0000,sat-debris,1304065.442965,61
6,4621,8.101414,7.011200e-87,0.0000,sat-debris,1550280.177360,6
25,4448,4.750407,6.605846e-87,0.0000,sat-debris,1614234.270146,25
90,4230,8.541216,3.957901e-87,0.0000,sat-debris,1702135.390647,90
0,3772,6.012329,3.730886e-87,0.0000,sat-debris,1564838.593584,0
52,4219,6.952524,3.721899e-87,0.0000,sat-debris,1553785.237828,52
20,3450,4.520673,3.508233e-87,0.0000,sat-debris,1559985.300493,20
48,4965,6.420651,3.202854e-87,0.0000,sat-debris,1492964.998980,48
36,7108,8.452683,2.968761e-87,0.0000,sat-debris,1674636.317805,36
42,1386,7.161948,2.818168e-87,0.0000,sat-debris,1568565.575474,42
55,3522,6.796301,1.813849e-87,0.0000,sat-debris,1384640.356923,55
32,4118,5.080473,1.789899e-87,0.0000,sat-debris,1347050.433104,32
64,5015,6.559254,1.430923e-87,0.0000,sat-debris,1425755.426706,64
52,3568,4.241172,1.178622e-87,0.0000,sat-debris,1534743.790569,52
28,3420,4.570575,1.040151e-87,0.0000,sat-debris,1544175.236389,28
94,5143,7.455474,9.301708e-88,0.0000,sat-debris,1659880.307055,94
26,3972,4.063087,6.776045e-88,0.0000,sat-debris,1373084.418841,26
88,4288,4.431181,5.590435e-88,0.0000,sat-debris,1463655.159478,88
93,3911,7.151734,4.842203e-88,0.0000,sat-debris,1529209.935713,93
71,4977,7.299865,4.566858e-88,0.0000,sat-debris,1604455.704972,71
11,3982,4.830726,4.296609e-88,0.0000,sat-debris,1490934.861023,11
58,4603,4.695608,4.173740e-88,0.0000,sat-debris,1390394.368354,58
47,4655,6.311029,3.675437e-88,0.0000,sat-debris,1646994.427184,47
62,4956,7.126500,3.074056e-88,0.0000,sat-debris,1581419.505000,62
93,4018,7.145674,2.980713e-88,0.0000,sat-debris,1334054.631799,93
87,4028,5.736152,2.609287e-88,0.0000,sat-debris,1412294.618113,87
77,4220,6.953020,2.245383e-88,0.0000,sat-debris,1509820.056494,77
1,4206,5.645522,1.495201e-88,0.0000,sat-debris,1633211.432947,1
52,3618,6.827097,1.487560e-88,0.0000,sat-debris,1478215.458533,52
81,2620,4.766209,1.301173e-88,0.0000,sat-debris,1521020.658753,81
65,3753,4.969670,1.169880e-88,0.0000,sat-debris,1373819.435357,65
33,4807,7.020207,9.726212e-89,0.0000,sat-debris,1570405.276861,33
4,3993,8.685484,7.856412e-89,0.0000,sat-debris,1494244.940183,4
55,3428,6.609980,7.050614e-89,0.0000,sat-debris,1722345.439875,55
40,3950,6.825910,7.024587e-89,0.0000,sat-debris,1593640.256532,40
5,998,8.001449,6.825892e-89,0.0000,sat-debris,1505094.863852,5
5,562,7.060644,6.335380e-89,0.0000,sat-debris,1595940.228853,5
41,4831,5.893484,5.253507e-89,0.0000,sat-debris,1347489.516641,41
27,4873,8.165555,4.603152e-89,0.0000,sat-debris,1373950.081284,27
52,3953,8.480908,4.379451e-89,0.0000,sat-debris,1494829.132177,52
65,4996,5.831676,3.867479e-89,0.0000,sat-debris,1345245.061109,65
41,4925,7.794166,2.900279e-89,0.0000,sat-debris,1409774.668583,41
38,3921,6.876244,2.766692e-89,0.0000,sat-debris,1726222.217376,38
20,3952,6.172168,2.551461e-89,0.0000,sat-debris,1634330.492012,20
83,4292,4.227218,1.669824e-89,0.0000,sat-debris,1483699.663617,83
96,3499,8.972992,1.471885e-89,0.0000,sat-debris,1436335.094266,96
21,4711,6.152797,1.403298e-89,0.0000,sat-debris,1621044.927490,21
12,4796,7.779818,9.991454e-90,0.0000,sat-debris,1431099.537541,12
43,4906,8.737307,8.810562e-90,0.0000,sat-debris,1357149.970873,43
75,3496,6.703796,8.164135e-90,0.0000,sat-debris,1646964.935527,75
87,900,6.011603,8.032780e-90,0.0000,sat-debris,1676150.312815,87
63,4959,5.900685,7.399672e-90,0.0000,sat-debris,1489214.611280,63
96,3863,6.470449,5.241277e-90,0.0000,sat-debris,1315309.345058,96
3,9170,5.922524,5.090113e-90,0.0000,sat-debris,1358095.831197,3
45,4908,6.956760,4.684527e-90,0.0000,sat-debris,1659529.449671,45
44,5025,6.664266,3.948793e-90,0.0000,sat-debris,1449374.967750,44
48,15277,4.160931,3.506589e-90,0.0000,sat-debris,1624594.624403,48
19,4131,6.960506,3.166444e-90,0.0000,sat-debris,1600509.390329,19
65,4653,5.356801,3.146535e-90,0.0000,sat-debris,1533136.728116,65
34,3436,5.980951,2.840704e-90,0.0000,sat-debris,1505930.411943,34
24,4379,6.675918,2.005746e-90,0.0000,sat-debris,1551450.704017,24
80,4228,8.453305,1.835776e-90,0.0000,sat-debris,1335910.492591,80
29,3432,5.761367,1.810730e-90,0.0000,sat-debris,1663879.864896,29
95,4295,7.220066,1.765421e-90,0.0000,sat-debris,1470549.956537,95
68,3831,6.802656,1.576398e-90,0.0000,sat-debris,1612759.514893,68
27,4377,4.219290,1.510510e-90,0.0000,sat-debris,1526930.275541,27
34,3943,5.857202,1.478658e-90,0.0000,sat-debris,1316765.610435,34
10,2029,4.275130,1.284888e-90,0.0000,sat-debris,1594519.909316,10
56,15974,6.570418,1.190621e-90,0.0000,sat-debris,1647564.590308,56
43,4087,5.471128,8.830130e-91,0.0000,sat-debris,1632580.448692,43
0,4391,6.963537,8.584795e-91,0.0000,sat-debris,1622954.388902,0
2,4088,8.965398,6.124590e-91,0.0000,sat-debris,1308515.456755,2
71,4879,9.738028,5.105586e-91,0.0000,sat-debris,1380985.157024,71
55,3531,6.134929,4.192415e-91,0.0000,sat-debris,1607924.737758,55
89,4755,9.144785,3.470350e-91,0.0000,sat-debris,1576358.829565,89
43,4673,7.476869,3.108189e-91,0.0000,sat-debris,1546200.332905,43
12,4909,6.799537,2.942112e-91,0.0000,sat-debris,1376080.081295,12
45,967,6.125921,2.626396e-91,0.0000,sat-debris,1586039.854687,45
49,5043,6.679455,1.963688e-91,0.0000,sat-debris,1403335.387456,49
10,4130,6.658704,1.572074e-91,0.0000,sat-debris,1508305.327627,10
97,3699,4.418475,1.205261e-91,0.0000,sat-debris,1571889.775902,97
14,6521,8.501042,9.164549e-92,0.0000,sat-debris,1384519.649533,14
86,4950,9.942440,8.661263e-92,0.0000,sat-debris,1572740.076201,86
67,4824,9.601419,6.756765e-92,0.0000,sat-debris,1475060.132687,67
67,2196,5.615146,6.575482e-92,0.0000,sat-debris,1387404.862904,67
17,4497,5.363262,5.728097e-92,0.0000,sat-debris,1561319.925694,17
53,4798,6.642028,3.835145e-92,0.0000,sat-debris,1512145.398540,53
89,4202,8.154381,2.520695e-92,0.0000,sat-debris,1577094.497624,89
68,5163,7.047279,2.342802e-92,0.0000,sat-debris,1464054.516146,68
77,4950,8.254512,2.013154e-92,0.0000,sat-debris,1652634.715555,77
62,5018,7.149328,1.660493e-92,0.0000,sat-debris,1615890.040537,62
57,3450,8.570611,1.477358e-92,0.0000,sat-debris,1600828.588663,57
43,4442,5.866111,1.367100e-92,0.0000,sat-debris,1654859.776020,43
85,4073,8.668118,1.074565e-92,0.0000,sat-debris,1660730.028413,85
26,4112,7.309057,9.423820e-93,0.0000,sat-debris,1333959.529634,26
28,4452,6.990478,9.128137e-93,0.0000,sat-debris,1669784.728111,28
89,4827,8.102377,9.060122e-93,0.0000,sat-debris,1490216.475696,89
69,3940,9.280851,7.493848e-93,0.0000,sat-debris,1679700.659278,69
66,6521,4.345632,6.954126e-93,0.0000,sat-debris,1339840.880863,66
41,4979,6.065787,3.759164e-93,0.0000,sat-debris,1336289.602048,41
28,4814,9.552580,3.452628e-93,0.0000,sat-debris,1659534.942731,28
39,4909,7.808835,2.647201e-93,0.0000,sat-debris,1331079.928943,39
75,4006,8.631104,1.663750e-93,0.0000,sat-debris,1717554.933967,75
25,4720,6.983705,1.012879e-93,0.0000,sat-debris,1494554.795397,25
55,13536,5.881182,8.831235e-94,0.0000,sat-debris,1679715.043621,55
49,4644,7.182934,8.609408e-94,0.0000,sat-debris,1668865.214787,49
43,4789,6.839740,7.969148e-94,0.0000,sat-debris,1638104.311283,43
52,4984,6.706165,6.038181e-94,0.0000,sat-debris,1673170.059912,52
37,4890,6.991912,3.712893e-94,0.0000,sat-debris,1675969.451448,37
48,3952,9.425058,3.526597e-94,0.0000,sat-debris,1720719.619249,48
23,4144,6.000453,2.905183e-94,0.0000,sat-debris,1574899.358925,23
59,4772,4.515346,2.461046e-94,0.0000,sat-debris,1668800.518311,59
53,4854,6.827546,1.952979e-94,0.0000,sat-debris,1598260.548007,53
53,4860,4.383377,1.642414e-94,0.0000,sat-debris,1649689.757356,53
35,4725,6.056251,1.502339e-94,0.0000,sat-debris,1482605.543041,35
68,3598,7.642554,1.382667e-94,0.0000,sat-debris,1677199.990168,68
96,4257,4.230588,1.196227e-94,0.0000,sat-debris,1559049.727380,96
88,4297,7.141118,8.135439e-95,0.0000,sat-debris,1411990.130381,88
64,4464,6.559291,7.229234e-95,0.0000,sat-debris,1493389.805045,64
67,5022,7.446541,6.749492e-95,0.0000,sat-debris,1630204.657436,67
8,3900,8.897053,4.906738e-95,0.0000,sat-debris,1664054.557492,8
25,3953,5.033374,2.368625e-95,0.0000,sat-debris,1631464.721810,25
45,14283,4.829389,1.944348e-95,0.0000,sat-debris,1578575.334781,45
96,2453,8.635034,1.552455e-95,0.0000,sat-debris,1313294.161246,96
77,4788,4.227275,1.459447e-95,0.0000,sat-debris,1709242.779229,77
92,2021,7.874915,1.276670e-95,0.0000,sat-debris,1594980.341626,92
6,1626,4.244139,7.623695e-96,0.0000,sat-debris,1539929.974301,6
85,5163,8.220656,7.102878e-96,0.0000,sat-debris,1493479.881857,85
52,4089,7.851031,5.879232e-96,0.0000,sat-debris,1317779.584356,52
6,3918,4.249206,4.948971e-96,0.0000,sat-debris,1464675.265984,6
84,5139,7.194997,4.296127e-96,0.0000,sat-debris,1688854.509161,84
28,2343,6.223151,4.063876e-96,0.0000,sat-debris,1462174.509541,28
50,4856,8.417723,3.801974e-96,0.0000,sat-debris,1439150.470092,50
22,3931,6.480702,3.610038e-96,0.0000,sat-debris,1537993.364689,22
26,3425,7.488916,3.590728e-96,0.0000,sat-debris,1430794.827107,26
17,4673,7.802190,3.426250e-96,0.0000,sat-debris,1310415.386066,17
0,3908,5.093652,2.628917e-96,0.0000,sat-debris,1622819.679465,0
9,4304,9.801667,2.606177e-96,0.0000,sat-debris,1588770.234771,9
35,3441,7.719777,2.173030e-96,0.0000,sat-debris,1717074.745388,35
37,4915,6.959584,2.134689e-96,0.0000,sat-debris,1578524.359088,37
50,4084,6.532012,1.872605e-96,0.0000,sat-debris,1588089.298414,50
20,3480,8.619291,1.638058e-96,0.0000,sat-debris,1427749.956650,20
87,3817,8.357349,1.325104e-96,0.0000,sat-debris,1337750.468350,87
18,3870,9.070694,1.312270e-96,0.0000,sat-debris,1434424.878349,18
1,4078,7.329236,1.295232e-96,0.0000,sat-debris,1496345.422688,1
52,3703,7.117204,5.822642e-97,0.0000,sat-debris,1690524.927128,52
44,9140,6.915331,5.460507e-97,0.0000,sat-debris,1509675.083059,44
68,3631,8.956172,5.203073e-97,0.0000,sat-debris,1485975.215727,68
66,4362,5.727317,4.815301e-97,0.0000,sat-debris,1543734.878664,66
71,4302,9.080783,3.849651e-97,0.0000,sat-debris,1588325.275923,71
15,3971,8.446881,3.278239e-97,0.0000,sat-debris,1597454.623847,15
77,3761,9.467710,3.086522e-97,0.0000,sat-debris,1429495.235196,77
7,12348,4.402471,2.866273e-97,0.0000,sat-debris,1681405.332772,7
13,3969,7.264702,2.722067e-97,0.0000,sat-debris,1323710.273925,13
50,4356,6.888524,2.489223e-97,0.0000,sat-debris,1381423.038829,50
90,1689,4.700024,2.233139e-97,0.0000,sat-debris,1608719.758081,90
12,4656,7.879372,2.074069e-97,0.0000,sat-debris,1307685.505499,12
92,13536,5.900113,1.558967e-97,0.0000,sat-debris,1444125.278572,92
21,3715,6.232245,1.080569e-97,0.0000,sat-debris,1569504.279106,21
18,15413,4.409833,1.035212e-97,0.0000,sat-debris,1358090.663017,18
29,16143,5.554047,9.277529e-98,0.0000,sat-debris,1631035.250982,29
77,4919,7.591358,7.458526e-98,0.0000,sat-debris,1623304.016980,77
46,4092,7.887210,4.880220e-98,0.0000,sat-debris,1310154.464395,46
52,4734,8.474373,4.545264e-98,0.0000,sat-debris,1638309.702333,52
50,4476,9.151135,4.031203e-98,0.0000,sat-debris,1601827.149424,50
15,4392,9.667788,3.665958e-98,0.0000,sat-debris,1654095.036645,15
0,1482,4.320888,1.146525e-98,0.0000,sat-debris,1588914.530542,0
96,3684,7.426387,5.600876e-99,0.0000,sat-debris,1346124.859310,96
91,4395,7.785542,4.944386e-99,0.0000,sat-debris,1547829.723321,91
89,3882,4.607004,4.736830e-99,0.0000,sat-debris,1718654.277753,89
18,4450,7.503696,4.405279e-99,0.0000,sat-debris,1326635.216660,18
69,3931,4.322258,2.400631e-99,0.0000,sat-debris,1355405.343228,69
7,3568,5.203443,9.351202e-100,0.0000,sat-debris,1521994.949008,7
51,13746,8.704785,9.307091e-100,0.0000,sat-debris,1598929.869525,51
25,4121,7.461293,8.386427e-100,0.0000,sat-debris,1311494.987387,25
