obj_i,obj_j,miss_km,Pc,dv_ms,type,tca,cam_sat_idx
70,4748,4.528037,4.373525e-100,0.0000,sat-debris,1329678.859091,70
5,4382,7.759107,1.732362e-100,0.0000,sat-debris,1683490.356093,5
80,4860,4.866431,1.178511e-100,0.0000,sat-debris,1633282.677796,80
7,1138,9.803720,6.924869e-101,0.0000,sat-debris,1612610.036246,7
58,4919,4.353886,5.305986e-101,0.0000,sat-debris,1302481.303409,58
96,4493,7.618079,4.596510e-101,0.0000,sat-debris,1499154.888549,96
55,4786,4.494565,2.689940e-101,0.0000,sat-debris,1430480.285062,55
16,4376,8.525048,2.689864e-101,0.0000,sat-debris,1447699.760055,16
46,4394,9.920524,2.345556e-101,0.0000,sat-debris,1521090.763441,46
37,14172,4.578866,2.064336e-101,0.0000,sat-debris,1542704.864971,37
71,3835,9.002508,1.931205e-101,0.0000,sat-debris,1502615.152026,71
51,4882,8.346370,1.270499e-101,0.0000,sat-debris,1685094.985978,51
96,8020,5.490439,3.799112e-102,0.0000,sat-debris,1495541.072172,96
26,4907,5.278476,3.274331e-102,0.0000,sat-debris,1404734.807227,26
92,3715,4.669002,2.748944e-102,0.0000,sat-debris,1420179.368252,92
87,5156,5.621635,1.650078e-102,0.0000,sat-debris,1475240.187588,87
32,3585,8.369908,1.301548e-102,0.0000,sat-debris,1598315.287302,32
75,4011,5.156366,6.182058e-103,0.0000,sat-debris,1396849.340460,75
75,1491,7.442242,5.185124e-103,0.0000,sat-debris,1344754.783101,75
50,4383,4.486269,4.459643e-103,0.0000,sat-debris,1389720.315792,50
86,1066,5.327841,2.859023e-103,0.0000,sat-debris,1490159.457870,86
4,4508,9.619868,2.662824e-103,0.0000,sat-debris,1637754.926316,4
4,4039,7.509995,9.821741e-104,0.0000,sat-debris,1723804.689958,4
61,15337,6.270429,7.580631e-104,0.0000,sat-debris,1553930.419801,61
67,1491,4.509366,1.405840e-104,0.0000,sat-debris,1309900.108322,67
27,5722,9.090153,1.076994e-104,0.0000,sat-debris,1411153.622629,27
25,4903,8.461408,3.668946e-105,0.0000,sat-debris,1545725.373106,25
53,3700,8.673741,3.081048e-105,0.0000,sat-debris,1564085.074791,53
75,3651,8.989329,2.819377e-105,0.0000,sat-debris,1590395.263881,75
46,13536,5.857270,3.882569e-106,0.0000,sat-debris,1364569.852492,46
27,4899,8.284546,2.366490e-106,0.0000,sat-debris,1372829.859781,27
8,3431,6.602371,1.732726e-106,0.0000,sat-debris,1533730.534383,8
86,4614,8.848832,9.812528e-107,0.0000,sat-debris,1556089.876788,86
79,3998,8.819201,1.080105e-107,0.0000,sat-debris,1434779.961579,79
96,3998,9.577581,6.747040e-108,0.0000,sat-debris,1452755.238671,96
71,3999,8.946144,5.849054e-108,0.0000,sat-debris,1651124.739369,71
41,10616,4.708295,4.885266e-108,0.0000,sat-debris,1652740.554197,41
83,3715,6.396117,4.874881e-108,0.0000,sat-debris,1554444.079055,83
12,3584,8.498040,3.426167e-108,0.0000,sat-debris,1398500.117981,12
98,3575,6.007541,1.733840e-108,0.0000,sat-debris,1298149.414531,98
60,3729,9.462447,1.558626e-108,0.0000,sat-debris,1674054.818440,60
0,4495,7.183284,6.349656e-109,0.0000,sat-debris,1631455.516402,0
78,4383,5.206375,4.977805e-109,0.0000,sat-debris,1298644.196866,78
4,15974,4.570903,4.470045e-109,0.0000,sat-debris,1580410.651170,4
96,3896,6.172068,2.034020e-109,0.0000,sat-debris,1418794.769272,96
25,3431,5.490146,1.790515e-109,0.0000,sat-debris,1397009.348981,25
92,4057,8.851407,1.625874e-109,0.0000,sat-debris,1426934.698002,92
75,4362,6.030158,1.336760e-109,0.0000,sat-debris,1440960.669288,75
67,4947,9.591180,1.084459e-109,0.0000,sat-debris,1578559.941237,67
22,3949,9.995654,1.007885e-109,0.0000,sat-debris,1306750.008844,22
24,4125,9.077305,7.007308e-110,0.0000,sat-debris,1575375.054540,24
52,6083,6.316298,5.630661e-110,0.0000,sat-debris,1675784.929878,52
52,3634,4.865509,2.708087e-110,0.0000,sat-debris,1506940.571201,52
72,4618,6.461729,1.140441e-110,0.0000,sat-debris,1392769.492334,72
86,3629,4.577202,8.201261e-111,0.0000,sat-debris,1675583.640460,86
45,4879,9.003972,6.843228e-111,0.0000,sat-debris,1511604.672832,45
38,4653,7.333794,4.291635e-111,0.0000,sat-debris,1675494.731134,38
71,4980,9.286173,2.675258e-111,0.0000,sat-debris,1346749.778230,71
72,2620,4.651237,1.524609e-111,0.0000,sat-debris,1331730.162293,72
8,4388,9.313022,1.255515e-111,0.0000,sat-debris,1383850.191401,8
24,4257,5.569604,7.346448e-112,0.0000,sat-debris,1628506.268764,24
65,4236,5.282930,3.808801e-112,0.0000,sat-debris,1402515.116653,65
42,3579,5.914926,3.351229e-112,0.0000,sat-debris,1535004.930602,42
48,3608,9.187769,7.166277e-113,0.0000,sat-debris,1641284.822035,48
52,4748,7.864476,7.130230e-113,0.0000,sat-debris,1595359.522182,52
21,4900,9.205595,6.416277e-113,0.0000,sat-debris,1473619.988818,21
26,4214,7.555360,1.634146e-113,0.0000,sat-debris,1506703.810667,26
73,13751,7.555557,1.627353e-113,0.0000,sat-debris,1579675.543537,73
64,2344,7.096175,9.880390e-114,0.0000,sat-debris,1344230.781542,64
38,4505,9.121894,2.794242e-114,0.0000,sat-debris,1660377.997083,38
4,15971,7.330056,5.495021e-115,0.0000,sat-debris,1591874.598031,4
4,3678,8.482937,1.857947e-115,0.0000,sat-debris,1301840.328085,4
35,1499,7.527728,7.206758e-116,0.0000,sat-debris,1499935.005105,35
30,3057,4.708882,6.832962e-116,0.0000,sat-debris,1520800.145978,30
85,5028,5.318413,2.942798e-116,0.0000,sat-debris,1567965.811600,85
25,8020,7.304552,1.328552e-116,0.0000,sat-debris,1713080.653166,25
2,1963,5.484953,1.194801e-116,0.0000,sat-debris,1482268.066636,2
63,4897,5.640026,9.868496e-117,0.0000,sat-debris,1416790.852934,63
95,3475,6.628392,3.960963e-117,0.0000,sat-debris,1368469.691417,95
74,4623,7.799789,3.881092e-117,0.0000,sat-debris,1620700.345116,74
64,10067,5.944881,1.838203e-117,0.0000,sat-debris,1493184.233508,64
6,8594,6.870595,8.916099e-118,0.0000,sat-debris,1418270.161984,6
33,3896,8.379632,3.256395e-118,0.0000,sat-debris,1391162.379884,33
48,15976,6.567605,2.316036e-118,0.0000,sat-debris,1512524.928673,48
61,2184,7.716753,5.788243e-119,0.0000,sat-debris,1416630.058789,61
87,1811,6.663917,3.193974e-119,0.0000,sat-debris,1697683.941003,87
74,3595,7.579114,2.803342e-119,0.0000,sat-debris,1418654.820222,74
59,14256,8.277375,1.623507e-120,0.0000,sat-debris,1608559.613306,59
81,13124,9.413941,1.166537e-120,0.0000,sat-debris,1483200.218528,81
6,5156,8.683238,4.668104e-121,0.0000,sat-debris,1418504.602957,6
75,5846,7.510546,2.626572e-121,0.0000,sat-debris,1546985.248951,75
87,2203,5.817452,1.984041e-121,0.0000,sat-debris,1610579.470361,87
43,9532,8.085085,1.852176e-121,0.0000,sat-debris,1518269.643918,43
97,15458,9.360656,6.684582e-122,0.0000,sat-debris,1672234.665137,97
56,16156,4.948731,4.510816e-122,0.0000,sat-debris,1534639.929649,56
76,4630,5.305520,2.002553e-122,0.0000,sat-debris,1333205.584642,76
65,455,5.458808,1.090482e-122,0.0000,sat-debris,1393939.750425,65
71,6718,8.615121,7.546797e-123,0.0000,sat-debris,1725769.592436,71
37,4394,4.823697,6.571376e-123,0.0000,sat-debris,1695395.550398,37
31,15969,5.146143,6.383786e-123,0.0000,sat-debris,1425865.528683,31
66,6520,4.823827,5.291577e-123,0.0000,sat-debris,1357039.136518,66
4,15973,5.158381,4.089529e-123,0.0000,sat-debris,1580410.791092,4
12,1121,6.068627,2.352724e-123,0.0000,sat-debris,1691714.651073,12
4,15970,5.337095,8.203634e-124,0.0000,sat-debris,1580410.415917,4
93,3057,6.776108,3.818114e-124,0.0000,sat-debris,1451889.108322,93
18,2769,4.922728,1.782288e-124,0.0000,sat-debris,1656483.635197,18
12,13536,4.874486,1.953842e-125,0.0000,sat-debris,1351879.873139,12
40,4711,4.907575,7.836586e-126,0.0000,sat-debris,1723410.957535,40
87,12824,9.981347,7.566592e-126,0.0000,sat-debris,1508129.990751,87
79,4121,5.956255,4.554520e-126,0.0000,sat-debris,1424778.447775,79
37,2570,5.303870,1.309943e-128,0.0000,sat-debris,1716064.684165,37
61,1182,6.088942,6.055838e-129,0.0000,sat-debris,1607730.160385,61
14,3499,4.945271,5.077318e-129,0.0000,sat-debris,1471510.574475,14
59,2779,6.445150,9.846224e-130,0.0000,sat-debris,1345169.929082,59
28,15376,4.966523,5.228881e-130,0.0000,sat-debris,1689910.789509,28
4,15972,7.532946,2.872623e-130,0.0000,sat-debris,1591874.632080,4
49,13749,7.079731,2.339215e-130,0.0000,sat-debris,1383024.865243,49
61,3985,5.001757,4.274537e-132,0.0000,sat-debris,1340452.187690,61
42,870,6.875289,4.166508e-132,0.0000,sat-debris,1427185.481661,42
59,12824,5.835131,2.646095e-132,0.0000,sat-debris,1379420.121367,59
12,8901,6.183819,1.612746e-132,0.0000,sat-debris,1497565.193428,12
40,3784,6.555711,5.701968e-133,0.0000,sat-debris,1477805.288264,40
5,4383,5.933526,4.422902e-133,0.0000,sat-debris,1686060.250139,5
30,3715,6.491537,3.753164e-133,0.0000,sat-debris,1595519.334960,30
65,3715,7.217692,1.623100e-133,0.0000,sat-debris,1442310.441408,65
31,10656,5.759402,1.148736e-133,0.0000,sat-debris,1659398.872270,31
63,3772,5.288184,3.887575e-134,0.0000,sat-debris,1512289.969359,63
96,1077,5.065700,1.422767e-134,0.0000,sat-debris,1537405.342742,96
74,3715,8.869494,9.497677e-135,0.0000,sat-debris,1591394.787567,74
69,10656,7.777756,5.813571e-135,0.0000,sat-debris,1693520.131888,69
66,762,7.086444,3.703263e-135,0.0000,sat-debris,1368544.331422,66
98,3781,8.456661,2.081641e-136,0.0000,sat-debris,1362391.306093,98
2,1780,5.416977,7.148865e-137,0.0000,sat-debris,1520264.639286,2
36,3920,9.887537,4.534751e-139,0.0000,sat-debris,1375161.937122,36
51,1626,7.137990,2.846373e-139,0.0000,sat-debris,1591274.275716,51
36,2570,6.801622,1.792069e-139,0.0000,sat-debris,1538889.866894,36
66,8602,7.326177,9.164512e-141,0.0000,sat-debris,1698899.414242,66
70,3431,7.185050,1.424003e-141,0.0000,sat-debris,1415499.698151,70
32,415,5.200806,1.387327e-141,0.0000,sat-debris,1598974.553157,32
22,12043,6.224887,8.516658e-142,0.0000,sat-debris,1422490.968825,22
14,113,5.223524,7.677840e-142,0.0000,sat-debris,1499855.511861,14
74,4622,5.234230,3.420292e-142,0.0000,sat-debris,1531935.182480,74
48,1861,5.322268,2.252706e-142,0.0000,sat-debris,1438545.218914,48
55,7715,6.042394,1.840850e-142,0.0000,sat-debris,1332899.583291,55
53,3403,7.495605,1.172993e-142,0.0000,sat-debris,1401204.876114,53
75,3435,6.898620,5.697814e-143,0.0000,sat-debris,1395455.236810,75
28,9563,5.681372,2.695156e-143,0.0000,sat-debris,1448039.994915,28
91,8985,9.583709,1.924992e-143,0.0000,sat-debris,1714955.085385,91
86,9252,6.272925,1.970949e-144,0.0000,sat-debris,1593680.441322,86
52,9128,9.262581,2.750141e-145,0.0000,sat-debris,1378624.854149,52
86,3341,6.243818,4.129956e-146,0.0000,sat-debris,1319460.891639,86
70,3350,9.359467,1.451302e-146,0.0000,sat-debris,1359155.239222,70
34,1760,7.257969,8.018644e-148,0.0000,sat-debris,1553834.475462,34
87,1859,5.544098,2.901802e-148,0.0000,sat-debris,1678564.075854,87
55,4389,5.408654,1.311219e-148,0.0000,sat-debris,1309572.099708,55
40,13544,8.827049,2.929168e-149,0.0000,sat-debris,1413914.696050,40
1,2322,7.728382,1.380670e-149,0.0000,sat-debris,1349685.255259,1
29,11343,7.807979,8.993554e-150,0.0000,sat-debris,1504790.024201,29
76,808,5.342813,4.618356e-150,0.0000,sat-debris,1453915.726177,76
28,4495,6.993110,1.597650e-151,0.0000,sat-debris,1583314.472949,28
65,1484,6.091809,1.400615e-151,0.0000,sat-debris,1481539.195581,65
75,12354,5.639942,1.101599e-152,0.0000,sat-debris,1503919.922571,75
72,4907,5.772598,1.614558e-153,0.0000,sat-debris,1608936.301330,72
26,2414,6.345525,4.575310e-154,0.0000,sat-debris,1482959.549282,26
80,4748,5.702398,9.582310e-155,0.0000,sat-debris,1716046.172502,80
73,13536,5.480314,8.135988e-155,0.0000,sat-debris,1631214.698656,73
44,7092,5.445145,3.409129e-155,0.0000,sat-debris,1491185.566325,44
30,7490,8.063812,3.206745e-155,0.0000,sat-debris,1483729.859778,30
28,4618,8.165490,1.870831e-155,0.0000,sat-debris,1353959.204530,28
57,4362,9.044164,6.220755e-156,0.0000,sat-debris,1703822.523315,57
17,15345,5.522149,2.330632e-156,0.0000,sat-debris,1665240.222627,17
55,3478,5.472196,3.850233e-157,0.0000,sat-debris,1381263.986606,55
85,299,8.009095,1.434203e-157,0.0000,sat-debris,1312039.697502,85
73,16090,9.116202,5.539268e-159,0.0000,sat-debris,1420493.462899,73
0,16143,5.960472,5.186904e-159,0.0000,sat-debris,1654264.662440,0
77,2324,5.566363,2.902558e-159,0.0000,sat-debris,1611379.028436,77
62,1171,5.865559,2.346616e-159,0.0000,sat-debris,1500514.951987,62
55,4464,9.376008,1.752700e-159,0.0000,sat-debris,1627599.982944,55
43,13447,6.298699,6.491305e-160,0.0000,sat-debris,1378723.813953,43
41,4383,6.868918,5.383976e-160,0.0000,sat-debris,1541173.819653,41
9,1482,9.169017,3.158849e-160,0.0000,sat-debris,1411864.912715,9
78,8020,7.506501,1.191136e-161,0.0000,sat-debris,1617800.258053,78
52,4446,7.234885,4.038783e-165,0.0000,sat-debris,1692377.873746,52
67,15346,6.877290,1.651675e-165,0.0000,sat-debris,1561605.371240,67
18,3781,8.724538,3.853263e-167,0.0000,sat-debris,1591586.273162,18
52,3592,6.029174,2.912769e-167,0.0000,sat-debris,1345727.503842,52
14,4319,5.832816,2.755702e-167,0.0000,sat-debris,1375384.390263,14
20,1178,7.442219,7.847774e-168,0.0000,sat-debris,1493135.412988,20
83,8027,6.087622,7.434448e-168,0.0000,sat-debris,1617565.777840,83
92,4088,6.486539,3.664992e-168,0.0000,sat-debris,1425603.388848,92
67,12029,5.707945,1.756224e-170,0.0000,sat-debris,1388554.457141,67
51,666,5.715136,9.566233e-171,0.0000,sat-debris,1597958.823973,51
54,16092,5.712769,6.636652e-171,0.0000,sat-debris,1422620.320073,54
65,12177,6.775389,3.409298e-172,0.0000,sat-debris,1355405.348152,65
98,9246,6.807881,1.447207e-173,0.0000,sat-debris,1539025.406587,98
29,4362,8.145028,1.429474e-173,0.0000,sat-debris,1445679.442356,29
79,15674,8.231729,5.688399e-174,0.0000,sat-debris,1651410.580736,79
85,298,5.932836,1.786884e-176,0.0000,sat-debris,1584235.303970,85
85,2269,5.854516,2.118944e-177,0.0000,sat-debris,1454615.221422,85
75,5003,5.917833,1.627513e-177,0.0000,sat-debris,1536534.272597,75
30,15277,9.266595,3.712169e-178,0.0000,sat-debris,1343400.196563,30
87,4383,7.309518,2.044453e-179,0.0000,sat-debris,1522139.914107,87
8,14833,7.423715,1.947924e-179,0.0000,sat-debris,1707179.280802,8
3,8836,5.910181,9.453678e-180,0.0000,sat-debris,1652859.915001,3
50,3475,7.427943,2.737694e-180,0.0000,sat-debris,1727739.563558,50
57,455,6.514861,1.505628e-180,0.0000,sat-debris,1296184.705773,57
48,1178,5.881237,1.216127e-180,0.0000,sat-debris,1363438.003821,48
83,3523,6.056524,9.610672e-181,0.0000,sat-debris,1634175.815426,83
88,245,6.206830,8.073451e-181,0.0000,sat-debris,1719820.421442,88
71,5894,6.119090,3.098176e-181,0.0000,sat-debris,1330125.712337,71
50,3685,6.899986,9.468901e-182,0.0000,sat-debris,1299159.643934,50
0,4389,8.368423,3.522326e-182,0.0000,sat-debris,1528629.742972,0
90,3790,6.084624,9.289899e-184,0.0000,sat-debris,1372349.416488,90
41,2321,6.777129,7.748281e-184,0.0000,sat-debris,1369759.909885,41
32,4332,6.032343,1.807549e-184,0.0000,sat-debris,1575679.579680,32
38,10663,9.237901,8.751963e-185,0.0000,sat-debris,1434204.718091,38
96,1493,6.275269,2.596511e-185,0.0000,sat-debris,1664065.826907,96
94,4769,7.329806,6.524268e-187,0.0000,sat-debris,1378616.559153,94
57,8027,7.764644,2.840050e-187,0.0000,sat-debris,1412979.583118,57
92,8836,5.989024,2.824931e-187,0.0000,sat-debris,1487375.438547,92
55,5722,6.292361,3.862713e-188,0.0000,sat-debris,1403970.240220,55
30,4858,7.749256,1.511138e-189,0.0000,sat-debris,1366190.140698,30
46,4389,8.626493,2.797176e-190,0.0000,sat-debris,1447056.385268,46
75,6522,6.050753,1.033912e-190,0.0000,sat-debris,1560466.140621,75
23,15974,8.692968,1.606556e-191,0.0000,sat-debris,1694709.706426,23
72,10659,9.155641,1.207601e-191,0.0000,sat-debris,1518764.876856,72
79,3683,6.090217,9.520933e-192,0.0000,sat-debris,1634135.779142,79
89,2468,8.095563,3.351376e-192,0.0000,sat-debris,1661690.303557,89
16,15458,6.816343,1.046565e-193,0.0000,sat-debris,1440770.035530,16
71,1762,7.514339,1.899743e-195,0.0000,sat-debris,1436009.708574,71
34,13955,6.132268,1.387416e-195,0.0000,sat-debris,1651684.526599,34
12,8027,8.870120,1.337615e-195,0.0000,sat-debris,1417209.821106,12
23,3566,8.650470,2.982646e-197,0.0000,sat-debris,1314429.784637,23
42,5234,6.499399,1.495095e-198,0.0000,sat-debris,1375899.484280,42
2,1845,6.212974,9.368234e-199,0.0000,sat-debris,1641029.564198,2
51,2854,6.785330,3.661112e-199,0.0000,sat-debris,1644694.470370,51
20,3523,6.627711,2.213680e-199,0.0000,sat-debris,1428895.593957,20
23,15973,7.500586,6.845796e-201,0.0000,sat-debris,1700440.472705,23
39,1240,7.694565,6.267998e-201,0.0000,sat-debris,1656539.572940,39
60,2203,7.137582,2.249771e-201,0.0000,sat-debris,1466360.602604,60
44,13124,6.642453,2.071343e-201,0.0000,sat-debris,1351034.625740,44
59,3598,9.422454,1.316494e-201,0.0000,sat-debris,1525029.858739,59
70,4462,6.483149,2.936828e-202,0.0000,sat-debris,1435295.335379,70
82,4744,6.269560,9.339944e-204,0.0000,sat-debris,1709173.164131,82
99,3350,7.821408,5.623205e-204,0.0000,sat-debris,1708841.054014,99
12,1938,6.916343,2.902794e-204,0.0000,sat-debris,1342724.186620,12
42,4332,7.521797,1.634262e-204,0.0000,sat-debris,1426200.281061,42
80,4234,6.350143,5.929580e-205,0.0000,sat-debris,1504775.191398,80
96,10069,9.088568,1.410541e-205,0.0000,sat-debris,1527874.344365,96
17,14283,7.132396,9.088582e-206,0.0000,sat-debris,1538725.688008,17
45,12686,6.285278,4.874147e-206,0.0000,sat-debris,1533864.596216,45
40,967,6.628344,4.209522e-206,0.0000,sat-debris,1388059.725865,40
23,15975,9.085220,2.552068e-206,0.0000,sat-debris,1677519.842631,23
25,4314,7.200110,4.253426e-207,0.0000,sat-debris,1471454.187447,25
42,957,9.842565,1.517294e-208,0.0000,sat-debris,1685354.922170,42
10,2620,6.558603,1.209097e-208,0.0000,sat-debris,1335364.607729,10
74,4088,8.528109,2.298969e-209,0.0000,sat-debris,1679760.762913,74
16,3341,6.897221,1.813834e-210,0.0000,sat-debris,1653344.254096,16
44,1837,8.868898,1.550037e-210,0.0000,sat-debris,1719144.983691,44
34,4314,7.053925,7.562836e-211,0.0000,sat-debris,1631839.306387,34
91,1845,7.044699,2.323920e-212,0.0000,sat-debris,1357774.410942,91
96,3789,8.891033,1.454160e-212,0.0000,sat-debris,1672479.551082,96
3,4858,7.345486,2.093562e-213,0.0000,sat-debris,1379748.438588,3
22,4630,9.168804,1.142982e-213,0.0000,sat-debris,1300123.848836,22
34,16172,9.148622,4.016564e-214,0.0000,sat-debris,1610224.964922,34
1,15379,6.464559,3.398371e-214,0.0000,sat-debris,1549270.891319,1
35,3881,8.558853,1.571220e-214,0.0000,sat-debris,1583519.935837,35
24,15279,6.440300,4.478458e-215,0.0000,sat-debris,1622559.850205,24
42,2321,7.909127,4.126495e-215,0.0000,sat-debris,1650110.361342,42
37,15940,8.347053,4.477959e-216,0.0000,sat-debris,1402175.048759,37
41,8959,6.640180,8.572677e-217,0.0000,sat-debris,1686489.640655,41
47,762,7.905482,4.216953e-218,0.0000,sat-debris,1397529.632393,47
67,4515,6.559167,1.252444e-218,0.0000,sat-debris,1459759.285216,67
58,10155,7.298868,9.747028e-219,0.0000,sat-debris,1387829.506203,58
53,1751,9.791055,7.578170e-219,0.0000,sat-debris,1488419.847715,53
69,3685,6.559813,2.975945e-219,0.0000,sat-debris,1373804.950959,69
52,4319,8.447206,1.222396e-220,0.0000,sat-debris,1322614.901205,52
81,4744,7.825120,1.009932e-220,0.0000,sat-debris,1308863.099534,81
72,13124,9.396293,4.544963e-221,0.0000,sat-debris,1585775.993126,72
99,1540,9.584159,4.442856e-221,0.0000,sat-debris,1700204.985416,99
60,4319,7.895182,2.373964e-221,0.0000,sat-debris,1311570.045772,60
87,15280,8.510131,1.867865e-221,0.0000,sat-debris,1433549.934772,87
31,3678,6.885872,1.139638e-221,0.0000,sat-debris,1359844.396573,31
50,10156,6.600028,4.904198e-222,0.0000,sat-debris,1346555.040104,50
56,13534,6.539637,3.632500e-222,0.0000,sat-debris,1719285.269991,56
23,12853,6.597840,2.612503e-222,0.0000,sat-debris,1436526.359946,23
29,1535,7.005366,2.466330e-222,0.0000,sat-debris,1360434.243636,29
35,4324,7.007897,1.449537e-222,0.0000,sat-debris,1493710.456817,35
59,299,8.687970,2.425292e-223,0.0000,sat-debris,1560929.721905,59
48,14837,8.264074,7.846006e-227,0.0000,sat-debris,1495460.211930,48
55,5222,8.257984,5.807803e-228,0.0000,sat-debris,1519744.717488,55
79,2321,8.677275,2.249714e-228,0.0000,sat-debris,1346545.283617,79
32,2757,8.830547,1.368860e-228,0.0000,sat-debris,1461235.930432,32
98,12682,6.865899,1.166648e-228,0.0000,sat-debris,1479640.968094,98
76,562,6.917682,1.247217e-229,0.0000,sat-debris,1613410.342501,76
0,1764,7.377777,1.169461e-229,0.0000,sat-debris,1552924.976362,0
70,15376,6.666396,5.513523e-230,0.0000,sat-debris,1415975.434395,70
91,12090,6.687740,4.577572e-230,0.0000,sat-debris,1467725.202490,91
5,3475,8.836045,1.716526e-230,0.0000,sat-debris,1714995.370923,5
25,5894,6.745479,1.416723e-230,0.0000,sat-debris,1388209.544005,25
52,4462,7.166466,9.180759e-231,0.0000,sat-debris,1606412.769108,52
78,14833,6.795578,1.037280e-232,0.0000,sat-debris,1593990.457016,78
17,1969,6.917739,5.384188e-233,0.0000,sat-debris,1681329.936368,17
61,4446,6.698979,5.367982e-233,0.0000,sat-debris,1589655.176047,61
60,3566,9.680962,4.542015e-234,0.0000,sat-debris,1346655.349535,60
83,2344,6.855565,1.618241e-234,0.0000,sat-debris,1624408.916312,83
50,14833,7.345568,8.459963e-235,0.0000,sat-debris,1633889.909657,50
72,4403,9.595538,3.537305e-235,0.0000,sat-debris,1336470.260084,72
37,16124,6.974287,1.710229e-236,0.0000,sat-debris,1340005.176683,37
31,15373,7.101087,2.904023e-237,0.0000,sat-debris,1392500.130545,31
44,1011,6.944128,1.160358e-237,0.0000,sat-debris,1467845.604821,44
87,2324,6.770513,9.965168e-238,0.0000,sat-debris,1407053.908951,87
