sat_i,sat_j,min_dist_km
964,1269,11.527787
1200,1505,11.527792
90,417,11.527794
29,334,11.527807
222,549,11.527819
577,882,11.527835
727,1054,11.527853
295,600,11.527860
722,1027,11.527862
104,1382,11.527862
77,1355,11.527862
515,820,11.527867
209,1487,11.527867
69,1347,11.527879
226,531,11.527920
1017,1322,11.527920
534,839,11.527924
735,1040,11.527939
35,1313,11.527956
242,1520,11.527963
1260,1565,11.527971
32,1310,11.527973
638,965,11.527973
644,949,11.528004
121,1399,11.528011
195,1473,11.528032
884,1189,11.528043
19,324,11.528045
1253,1558,11.528047
411,716,11.528068
553,858,11.528081
51,1329,11.528100
1024,1329,11.528121
1033,1338,11.528131
489,794,11.528149
460,765,11.528152
79,384,11.528165
664,969,11.528180
782,1087,11.528218
11,316,11.528240
171,1449,11.528242
276,581,11.528259
239,544,11.528261
185,490,11.528268
813,1118,11.528313
968,1295,11.528314
864,1169,11.528316
1137,1442,11.528337
234,1512,11.528342
491,796,11.528343
57,1335,11.528359
119,424,11.528395
771,1098,11.528395
529,856,11.528400
268,1546,11.528412
386,691,11.528436
1140,1445,11.528443
591,896,11.528443
39,1317,11.528446
973,1278,11.528453
1060,1365,11.528505
41,1319,11.528526
815,1142,11.528536
472,777,11.528542
92,397,11.528542
184,489,11.528556
742,1047,11.528556
1163,1468,11.528562
282,587,11.528571
166,471,11.528590
141,1419,11.528591
492,797,11.528595
374,701,11.528603
682,1009,11.528633
1084,1389,11.528662
415,720,11.528677
537,842,11.528679
344,649,11.528706
148,453,11.528723
878,1183,11.528744
98,403,11.528781
12,317,11.528798
238,1516,11.528814
783,1088,11.528821
65,370,11.528825
270,575,11.528830
110,437,11.528842
251,1529,11.528843
408,713,11.528868
944,1249,11.528873
607,912,11.528939
10,1288,11.528951
429,734,11.528976
26,1304,11.529010
105,410,11.529026
106,411,11.529041
846,1151,11.529044
345,650,11.529054
619,924,11.529062
378,683,11.529083
259,564,11.529089
358,663,11.529092
61,1339,11.529097
745,1050,11.529108
9,314,11.529143
129,434,11.529151
434,739,11.529163
188,1466,11.529184
368,673,11.529184
843,1148,11.529197
101,406,11.529198
31,1309,11.529225
993,1298,11.529235
588,893,11.529242
290,1568,11.529244
1242,1547,11.529249
70,375,11.529250
788,1093,11.529263
882,1209,11.529267
635,940,11.529298
279,584,11.529304
617,944,11.529346
140,445,11.529383
156,1434,11.529386
1131,1436,11.529432
95,400,11.529440
863,1168,11.529460
155,1433,11.529464
711,1016,11.529483
966,1271,11.529487
1157,1462,11.529491
414,719,11.529492
261,566,11.529515
176,503,11.529547
382,687,11.529548
85,390,11.529554
662,989,11.529571
1245,1550,11.529581
24,351,11.529656
390,695,11.529717
88,1366,11.529751
527,832,11.529754
426,731,11.529798
869,1174,11.529805
1091,1396,11.529808
468,773,11.529818
329,634,11.529874
30,335,11.529891
1213,1518,11.529897
1085,1390,11.529946
764,1069,11.529964
937,1242,11.529987
573,900,11.530003
442,769,11.530005
106,1384,11.530019
245,550,11.530029
439,744,11.530031
876,1181,11.530036
253,1531,11.530051
696,1001,11.530067
1054,1359,11.530071
821,1126,11.530077
265,1543,11.530086
1023,1328,11.530116
450,755,11.530131
406,711,11.530169
253,558,11.530175
535,840,11.530180
37,342,11.530196
507,834,11.530200
72,377,11.530221
192,1470,11.530251
1142,1447,11.530252
156,483,11.530269
62,1340,11.530309
866,1171,11.530310
517,822,11.530339
391,696,11.530349
1148,1453,11.530376
1186,1491,11.530399
658,963,11.530429
1053,1358,11.530474
736,1041,11.530490
1016,1321,11.530496
9,1287,11.530507
268,573,11.530512
122,1400,11.530528
11,1289,11.530559
1185,1490,11.530629
362,667,11.530645
177,504,11.530649
497,802,11.530671
1001,1306,11.530672
430,735,11.530695
96,1374,11.530706
717,1022,11.530729
1013,1340,11.530746
419,746,11.530748
370,675,11.530754
940,1245,11.530774
54,1332,11.530784
235,540,11.530800
221,548,11.530843
80,385,11.530847
158,1436,11.530850
738,1043,11.530872
817,1122,11.530918
202,1480,11.530941
854,1159,11.530953
201,1479,11.530960
159,464,11.530981
1180,1485,11.530994
387,692,11.531010
118,1396,11.531060
287,614,11.531068
300,1578,11.531092
0,327,11.531124
799,1104,11.531144
182,1460,11.531157
984,1289,11.531204
241,546,11.531212
685,990,11.531218
1215,1520,11.531286
224,1502,11.531309
896,1201,11.531321
400,705,11.531362
169,474,11.531381
1182,1487,11.531401
325,630,11.531423
346,651,11.531462
538,843,11.531465
38,343,11.531503
1113,1418,11.531509
805,1110,11.531553
316,621,11.531620
960,1265,11.531621
227,532,11.531631
388,693,11.531740
228,1506,11.531744
533,838,11.531746
1171,1476,11.531750
199,526,11.531768
463,790,11.531839
1068,1373,11.531904
1272,1577,11.531963
132,459,11.531967
1165,1470,11.531967
13,318,11.532006
158,463,11.532038
632,937,11.532039
576,881,11.532051
74,379,11.532060
1249,1554,11.532070
716,1021,11.532085
1166,1493,11.532117
66,393,11.532160
779,1084,11.532218
313,618,11.532222
277,1555,11.532246
493,798,11.532331
926,1253,11.532376
1229,1534,11.532410
1095,1400,11.532513
921,1226,11.532521
306,1562,11.532567
569,874,11.532597
930,1235,11.532619
257,1535,11.532625
246,551,11.532722
1141,1446,11.532780
93,398,11.532862
1025,1330,11.532901
786,1091,11.532937
1010,1315,11.532973
8,1286,11.533050
547,852,11.533062
1170,1475,11.533098
1080,1407,11.533112
581,886,11.533121
752,1057,11.533135
640,967,11.533260
34,339,11.533262
674,979,11.533310
232,1510,11.533373
885,1190,11.533390
328,633,11.533398
259,1537,11.533400
55,1333,11.533452
1087,1392,11.533628
938,1243,11.533668
232,537,11.533690
178,1456,11.533695
1051,1356,11.533722
605,910,11.533742
858,1185,11.533921
160,465,11.533946
996,1301,11.534039
283,588,11.534054
933,1238,11.534183
809,1114,11.534251
114,1392,11.534281
458,763,11.534343
831,1136,11.534354
321,626,11.534358
589,894,11.534397
1066,1371,11.534517
790,1095,11.534573
719,1024,11.534578
595,922,11.534753
303,608,11.534755
85,1363,11.534786
289,594,11.534934
240,545,11.535092
437,742,11.535174
611,916,11.535180
676,981,11.535229
301,606,11.535235
956,1261,11.535307
243,1521,11.535322
142,447,11.535514
509,814,11.535638
196,1452,11.535749
201,506,11.535885
670,975,11.535924
694,999,11.535944
475,780,11.536044
99,404,11.536063
269,1547,11.536126
652,957,11.536168
350,655,11.536287
1194,1499,11.536301
849,1154,11.536314
570,875,11.536322
272,577,11.536333
1103,1408,11.536362
456,761,11.536451
181,486,11.536653
49,1327,11.536926
1043,1348,11.536951
1234,1561,11.536964
379,684,11.536972
972,1277,11.537351
1019,1324,11.537566
952,1257,11.537705
1099,1404,11.537773
114,419,11.537923
1047,1352,11.537924
1107,1412,11.537951
548,853,11.537959
327,632,11.537966
98,1376,11.538075
841,1146,11.538156
702,1007,11.538214
81,1359,11.538327
791,1096,11.538341
52,357,11.538372
728,1055,11.538454
130,1386,11.538671
622,927,11.538910
482,787,11.538963
695,1000,11.539004
448,753,11.539058
1172,1477,11.539157
420,747,11.539270
90,1368,11.539272
900,1205,11.539334
137,1415,11.539366
505,810,11.539583
262,567,11.539943
336,641,11.540000
842,1147,11.540110
1027,1332,11.540140
71,376,11.540154
189,494,11.540393
174,479,11.540613
1139,1444,11.540664
731,1036,11.540744
42,347,11.540762
125,1403,11.540792
550,877,11.540963
27,1305,11.540990
134,461,11.541026
283,1561,11.541134
1011,1316,11.541279
1198,1503,11.541325
584,889,11.541369
272,1550,11.541767
403,708,11.541832
978,1283,11.542236
823,1128,11.542380
678,983,11.542436
1158,1463,11.542514
523,828,11.542623
825,1130,11.542677
256,561,11.542690
1246,1551,11.542759
919,1224,11.542902
621,926,11.543196
758,1063,11.543407
109,414,11.543535
78,383,11.543775
107,412,11.543827
1190,1517,11.543989
245,1523,11.544365
872,1177,11.544687
111,438,11.544863
273,578,11.545093
897,1202,11.545176
54,359,11.545693
401,706,11.545892
218,1474,11.545948
125,430,11.545962
474,779,11.546040
1239,1544,11.546179
229,1507,11.546181
115,1393,11.546216
1121,1426,11.546682
236,1514,11.546731
1221,1526,11.546791
603,908,11.546899
1254,1581,11.547323
63,1341,11.547529
1174,1479,11.548158
5,310,11.548564
1044,1349,11.548824
629,934,11.548832
292,1570,11.548923
210,1488,11.548961
1268,1573,11.549090
284,1540,11.549887
67,1345,11.549902
409,714,11.550103
1191,1496,11.550145
354,681,11.550995
82,1360,11.551534
970,1297,11.551671
126,431,11.551851
145,1423,11.552056
743,1048,11.552613
1125,1430,11.553236
254,559,11.553415
725,1030,11.553458
212,1490,11.553584
750,1077,11.553815
905,1210,11.554704
65,1321,11.555109
1092,1397,11.555382
1074,1379,11.555938
280,585,11.556756
60,365,11.558077
163,1441,11.558188
574,901,11.559802
207,512,11.561017
776,1081,11.561847
556,861,11.563359
427,732,11.563652
945,1250,11.566260
16,1294,11.567371
106,1145,15.136951
186,708,15.136954
600,1122,15.136954
163,1224,15.136959
543,1065,15.136985
99,621,15.137010
723,1245,15.137012
810,1332,15.137016
464,1008,15.137029
27,1088,15.137032
441,1502,15.137038
523,1562,15.137038
384,1445,15.137040
264,1325,15.137044
520,1581,15.137048
129,651,15.137050
19,1058,15.137059
505,1027,15.137064
821,1343,15.137064
603,1125,15.137076
731,1275,15.137089
366,888,15.137089
900,1422,15.137093
1009,1531,15.137093
219,741,15.137109
960,1482,15.137118
532,1076,15.137119
412,934,15.137121
968,1512,15.137133
276,798,15.137139
403,1464,15.137149
46,1107,15.137158
294,1355,15.137159
28,550,15.137162
373,1412,15.137163
9,531,15.137164
196,1235,15.137169
77,599,15.137176
633,1155,15.137177
117,1178,15.137182
1036,1580,15.137185
456,978,15.137185
581,1103,15.137192
166,1227,15.137197
452,1513,15.137209
957,1479,15.137210
126,648,15.137219
144,1205,15.137230
924,1468,15.137233
340,1401,15.137245
728,1272,15.137261
273,795,15.137262
469,991,15.137267
374,918,15.137272
193,1232,15.137273
385,907,15.137287
161,683,15.137289
554,1098,15.137296
95,1156,15.137337
375,1436,15.137345
336,858,15.137353
616,1160,15.137357
228,1289,15.137366
246,790,15.137371
777,1299,15.137373
981,1503,15.137385
67,1128,15.137385
148,670,15.137390
14,536,15.137402
820,1342,15.137402
310,1371,15.137402
333,877,15.137411
354,1415,15.137416
453,975,15.137426
512,1034,15.137431
652,1174,15.137443
673,1195,15.137444
998,1520,15.137445
840,1384,15.137461
474,1535,15.137467
373,895,15.137479
32,1093,15.137495
308,852,15.137519
681,1203,15.137522
701,1223,15.137528
212,734,15.137530
204,726,15.137548
322,844,15.137555
365,887,15.137567
870,1392,15.137572
198,742,15.137598
520,1042,15.137606
359,881,15.137613
989,1511,15.137614
65,587,15.137614
434,956,15.137620
51,573,15.137620
253,1314,15.137627
0,544,15.137635
501,1540,15.137644
487,1548,15.137645
206,728,15.137661
236,1297,15.137666
889,1411,15.137667
834,1356,15.137676
224,768,15.137689
39,561,15.137700
81,1142,15.137707
367,889,15.137712
353,897,15.137715
911,1433,15.137715
59,581,15.137716
750,1294,15.137719
24,1085,15.137741
526,1048,15.137749
361,883,15.137751
420,964,15.137761
508,1052,15.137765
769,1291,15.137768
433,1494,15.137777
256,1317,15.137784
813,1335,15.137785
426,1487,15.137786
291,1352,15.137790
305,1344,15.137800
197,719,15.137807
785,1307,15.137813
897,1419,15.137814
214,736,15.137818
57,579,15.137822
828,1350,15.137832
690,1212,15.137836
16,1077,15.137838
677,1199,15.137856
506,1050,15.137856
832,1354,15.137859
389,1450,15.137869
522,1044,15.137872
979,1501,15.137872
418,1479,15.137875
317,839,15.137883
434,1495,15.137887
237,1276,15.137887
215,1254,15.137889
663,1207,15.137897
667,1189,15.137921
941,1463,15.137927
630,1152,15.137927
87,1126,15.137932
674,1196,15.137939
218,740,15.137940
514,1036,15.137955
513,1035,15.137967
45,589,15.137972
516,1038,15.137990
824,1346,15.138017
66,610,15.138021
504,1543,15.138023
234,1295,15.138036
477,999,15.138043
50,572,15.138044
238,760,15.138048
641,1185,15.138059
287,831,15.138063
75,1136,15.138069
624,1146,15.138081
279,1340,15.138101
313,1374,15.138111
669,1191,15.138125
76,1137,15.138126
771,1315,15.138134
369,891,15.138144
179,1240,15.138148
1047,1569,15.138169
220,1281,15.138169
381,1442,15.138178
584,1106,15.138178
242,1303,15.138179
265,1326,15.138179
145,667,15.138184
940,1462,15.138199
1031,1553,15.138208
420,1481,15.138217
383,1444,15.138218
169,691,15.138226
175,697,15.138231
156,700,15.138242
971,1515,15.138244
675,1197,15.138252
665,1209,15.138268
423,967,15.138270
26,1087,15.138275
73,1134,15.138278
780,1302,15.138307
432,1493,15.138308
343,1404,15.138317
271,1332,15.138319
661,1205,15.138321
357,901,15.138326
189,711,15.138326
975,1497,15.138352
6,528,15.138356
195,1234,15.138359
200,744,15.138362
973,1517,15.138381
147,1208,15.138405
814,1358,15.138415
987,1509,15.138421
407,929,15.138441
342,1403,15.138450
295,817,15.138454
693,1215,15.138456
112,656,15.138460
816,1360,15.138469
799,1321,15.138476
559,1081,15.138481
848,1370,15.138501
79,1140,15.138531
415,937,15.138533
207,1268,15.138539
489,1550,15.138544
332,1393,15.138551
204,1265,15.138551
49,593,15.138559
265,809,15.138559
273,1334,15.138561
110,1171,15.138573
118,1179,15.138599
818,1362,15.138602
65,1104,15.138621
932,1454,15.138623
732,1254,15.138627
901,1423,15.138628
585,1107,15.138631
1048,1570,15.138635
438,960,15.138641
114,658,15.138642
134,1195,15.138647
53,575,15.138649
269,813,15.138658
938,1460,15.138663
303,1342,15.138664
122,644,15.138682
752,1296,15.138684
450,1511,15.138686
742,1264,15.138691
605,1127,15.138691
921,1443,15.138694
589,1111,15.138701
75,597,15.138713
458,980,15.138713
497,1558,15.138714
227,749,15.138716
7,1068,15.138725
393,915,15.138733
283,805,15.138740
222,766,15.138745
289,833,15.138748
350,1389,15.138755
222,1283,15.138758
327,1366,15.138760
154,1215,15.138779
391,913,15.138784
822,1344,15.138793
142,664,15.138794
830,1352,15.138802
181,1242,15.138805
671,1193,15.138825
538,1060,15.138829
1044,1566,15.138837
430,952,15.138838
517,1578,15.138848
460,1499,15.138849
323,1384,15.138858
34,1095,15.138867
226,1287,15.138875
685,1229,15.138881
985,1507,15.138899
483,1005,15.138907
370,1409,15.138908
672,1194,15.138911
525,1047,15.138926
577,1121,15.138934
854,1376,15.138941
926,1470,15.138941
819,1363,15.138944
124,1185,15.138954
1017,1561,15.138959
136,1197,15.138966
470,1531,15.138966
201,1262,15.138973
356,900,15.138986
126,1187,15.139008
1001,1523,15.139010
428,1489,15.139010
285,1324,15.139016
746,1268,15.139027
779,1301,15.139029
988,1510,15.139030
8,530,15.139031
54,1115,15.139041
502,1024,15.139051
344,866,15.139070
83,1122,15.139073
983,1505,15.139081
109,1148,15.139081
209,731,15.139086
524,1046,15.139092
335,1396,15.139097
919,1441,15.139098
95,617,15.139106
316,838,15.139107
946,1490,15.139109
893,1415,15.139115
851,1373,15.139130
632,1154,15.139132
479,1518,15.139147
1032,1554,15.139153
518,1040,15.139171
644,1166,15.139173
74,1135,15.139173
348,1387,15.139179
764,1286,15.139181
210,732,15.139185
188,1249,15.139185
1040,1562,15.139198
306,828,15.139207
1024,1546,15.139211
62,584,15.139223
537,1059,15.139224
463,1007,15.139252
390,912,15.139259
395,1434,15.139270
148,1209,15.139274
242,786,15.139280
362,1423,15.139293
684,1228,15.139298
41,1080,15.139342
295,1356,15.139343
967,1489,15.139351
58,580,15.139362
221,1282,15.139377
977,1499,15.139392
437,1476,15.139392
221,765,15.139396
826,1348,15.139398
442,1503,15.139404
71,1132,15.139407
355,899,15.139409
798,1320,15.139411
69,613,15.139416
53,1114,15.139428
424,1485,15.139433
281,1320,15.139450
400,1461,15.139452
67,611,15.139456
42,564,15.139465
969,1513,15.139472
167,1228,15.139479
853,1375,15.139486
411,933,15.139494
236,758,15.139500
314,1375,15.139503
417,1456,15.139504
383,905,15.139534
248,1309,15.139536
530,1074,15.139558
101,1162,15.139559
933,1455,15.139563
1018,1540,15.139565
699,1221,15.139573
993,1537,15.139573
846,1368,15.139578
268,1329,15.139591
651,1173,15.139601
411,1472,15.139603
20,1059,15.139619
74,596,15.139629
390,1451,15.139647
200,1261,15.139649
414,1453,15.139670
391,1430,15.139672
281,803,15.139680
167,689,15.139689
483,1522,15.139697
20,542,15.139712
660,1204,15.139724
68,1129,15.139724
140,662,15.139727
558,1080,15.139748
170,692,15.139756
527,1049,15.139776
40,1079,15.139776
208,730,15.139778
482,1521,15.139784
1016,1560,15.139789
1000,1522,15.139795
837,1381,15.139803
121,1182,15.139815
491,1013,15.139831
786,1308,15.139843
916,1438,15.139848
863,1407,15.139849
314,836,15.139861
772,1316,15.139871
592,1114,15.139872
395,917,15.139881
69,1130,15.139910
425,1486,15.139912
504,1026,15.139915
912,1434,15.139916
428,950,15.139933
185,1246,15.139951
449,1510,15.139952
116,1177,15.139955
226,748,15.139967
112,1173,15.139973
230,1291,15.139987
15,537,15.139989
240,1279,15.139990
340,862,15.140001
487,1031,15.140011
638,1182,15.140015
877,1399,15.140020
118,640,15.140022
369,1408,15.140022
995,1539,15.140024
223,1284,15.140026
705,1249,15.140048
791,1313,15.140050
454,976,15.140055
1013,1557,15.140062
908,1430,15.140062
108,630,15.140071
736,1258,15.140072
542,1064,15.140081
85,1124,15.140085
235,757,15.140090
546,1068,15.140092
155,699,15.140095
862,1406,15.140139
399,943,15.140149
269,1330,15.140162
617,1161,15.140178
307,829,15.140202
61,583,15.140203
442,986,15.140214
807,1329,15.140220
108,1147,15.140231
871,1393,15.140236
601,1123,15.140253
568,1090,15.140253
325,847,15.140255
573,1117,15.140270
77,1138,15.140282
540,1062,15.140295
193,715,15.140300
133,1194,15.140300
739,1261,15.140308
152,1191,15.140319
866,1388,15.140327
79,601,15.140330
311,855,15.140333
63,585,15.140335
656,1178,15.140342
335,879,15.140346
575,1119,15.140351
302,1363,15.140360
765,1287,15.140361
494,1016,15.140361
437,959,15.140380
480,1002,15.140392
85,607,15.140396
371,893,15.140396
278,800,15.140397
874,1396,15.140397
927,1471,15.140401
162,684,15.140405
252,774,15.140416
60,1121,15.140423
954,1476,15.140450
490,1551,15.140458
223,767,15.140460
260,782,15.140465
562,1084,15.140480
425,947,15.140516
292,814,15.140551
516,1577,15.140554
470,992,15.140562
190,712,15.140563
1026,1548,15.140571
277,1338,15.140571
495,1556,15.140576
689,1211,15.140579
719,1241,15.140609
510,1571,15.140628
187,1248,15.140630
255,777,15.140633
387,1448,15.140641
43,565,15.140656
138,660,15.140683
436,1475,15.140689
716,1238,15.140694
164,686,15.140701
392,914,15.140702
477,1538,15.140702
62,1101,15.140705
76,598,15.140710
1050,1572,15.140718
131,653,15.140736
715,1237,15.140740
275,1336,15.140762
135,679,15.140764
679,1201,15.140768
1039,1583,15.140795
1021,1543,15.140799
255,1316,15.140801
16,538,15.140803
748,1292,15.140806
869,1391,15.140832
308,1369,15.140844
886,1408,15.140852
232,1293,15.140874
188,710,15.140887
627,1149,15.140891
238,1277,15.140896
24,568,15.140897
309,853,15.140902
550,1094,15.140903
158,1219,15.140904
596,1140,15.140947
454,1515,15.140959
899,1421,15.140964
422,1483,15.140973
334,1395,15.140973
209,1270,15.140989
323,845,15.140990
337,859,15.140995
803,1325,15.141003
708,1252,15.141010
724,1246,15.141030
697,1219,15.141036
363,1424,15.141040
105,627,15.141042
744,1266,15.141044
377,1438,15.141086
572,1116,15.141107
495,1017,15.141114
1030,1552,15.141132
102,624,15.141144
125,1186,15.141154
706,1250,15.141156
128,1167,15.141159
293,815,15.141187
5,1066,15.141196
403,925,15.141208
224,1285,15.141216
212,1273,15.141228
57,1118,15.141233
267,1328,15.141239
879,1401,15.141249
91,635,15.141251
141,663,15.141251
129,1168,15.141257
396,1457,15.141261
730,1274,15.141291
497,1019,15.141299
356,1417,15.141304
844,1366,15.141316
503,1542,15.141320
1046,1568,15.141336
642,1186,15.141336
80,602,15.141337
12,534,15.141355
509,1570,15.141357
231,1292,15.141358
836,1380,15.141383
440,984,15.141388
402,924,15.141389
324,846,15.141400
444,1505,15.141405
29,1090,15.141421
451,1512,15.141438
539,1061,15.141448
154,698,15.141460
304,826,15.141460
595,1139,15.141473
528,1072,15.141482
478,1000,15.141484
17,539,15.141486
513,1574,15.141487
1055,1577,15.141508
888,1410,15.141512
402,1463,15.141513
256,778,15.141519
484,1545,15.141522
41,563,15.141532
161,1222,15.141555
36,558,15.141595
348,870,15.141646
525,1564,15.141652
686,1230,15.141656
829,1351,15.141661
449,971,15.141668
128,650,15.141668
569,1091,15.141693
917,1439,15.141726
378,1439,15.141735
741,1263,15.141735
379,1440,15.141753
146,668,15.141770
276,1337,15.141776
205,727,15.141783
399,1460,15.141784
438,1477,15.141788
943,1465,15.141805
47,591,15.141806
510,1054,15.141811
109,631,15.141835
774,1318,15.141844
307,1346,15.141846
466,1527,15.141846
649,1171,15.141854
84,1123,15.141856
120,1181,15.141858
38,1099,15.141858
883,1427,15.141861
484,1028,15.141882
622,1144,15.141915
176,1237,15.141944
555,1099,15.141951
202,746,15.141953
436,958,15.141957
7,529,15.141966
130,1169,15.141983
216,1255,15.141985
950,1494,15.142005
275,797,15.142015
480,1519,15.142016
493,1554,15.142021
891,1413,15.142021
682,1226,15.142026
385,1446,15.142029
150,672,15.142035
407,1468,15.142071
103,1164,15.142081
710,1232,15.142089
722,1244,15.142090
288,832,15.142122
159,703,15.142126
163,685,15.142140
1020,1542,15.142149
462,1523,15.142153
234,756,15.142156
625,1147,15.142157
104,626,15.142171
87,609,15.142173
249,771,15.142185
561,1083,15.142187
515,1576,15.142192
107,629,15.142201
1035,1579,15.142229
299,1360,15.142246
363,885,15.142255
393,1432,15.142266
58,1119,15.142271
416,1455,15.142274
141,1202,15.142284
205,1266,15.142299
583,1105,15.142301
137,681,15.142317
811,1333,15.142328
120,642,15.142328
991,1535,15.142337
571,1093,15.142348
422,966,15.142358
423,1484,15.142359
2,546,15.142360
687,1231,15.142361
249,1310,15.142365
27,571,15.142371
377,921,15.142384
609,1131,15.142387
25,569,15.142406
232,754,15.142417
426,948,15.142417
132,1193,15.142422
297,819,15.142458
315,1376,15.142471
1049,1571,15.142485
382,1443,15.142504
1005,1527,15.142505
302,824,15.142515
700,1222,15.142521
267,811,15.142532
1012,1556,15.142550
190,1251,15.142558
861,1405,15.142558
982,1504,15.142570
358,880,15.142591
337,1398,15.142601
366,1427,15.142602
855,1377,15.142616
304,1343,15.142632
381,903,15.142638
611,1133,15.142656
1,545,15.142667
322,1383,15.142673
392,1431,15.142674
32,554,15.142678
351,873,15.142689
260,1299,15.142694
149,671,15.142694
591,1113,15.142695
4,548,15.142717
278,1339,15.142731
451,973,15.142732
216,738,15.142745
168,1229,15.142786
14,1075,15.142821
498,1020,15.142826
400,944,15.142855
1006,1528,15.142867
245,1306,15.142885
179,723,15.142916
880,1424,15.142918
444,988,15.142922
3,1064,15.142936
471,993,15.142938
252,1313,15.142948
328,850,15.142951
524,1563,15.142972
138,1199,15.142979
976,1498,15.142985
997,1519,15.142991
3,547,15.143003
408,930,15.143005
563,1085,15.143009
48,592,15.143011
738,1260,15.143025
235,1296,15.143070
881,1425,15.143072
952,1474,15.143084
847,1369,15.143087
648,1170,15.143087
21,1060,15.143095
247,1308,15.143108
521,1582,15.143118
653,1175,15.143136
2,1063,15.143171
457,979,15.143175
472,994,15.143183
288,1349,15.143185
709,1253,15.143193
299,821,15.143209
382,904,15.143223
319,1380,15.143236
130,652,15.143266
277,799,15.143276
505,1544,15.143276
1038,1582,15.143294
10,532,15.143303
424,946,15.143306
336,1397,15.143306
865,1387,15.143320
311,1372,15.143327
270,1331,15.143339
885,1429,15.143344
472,1533,15.143348
175,1214,15.143352
593,1115,15.143355
189,1250,15.143356
97,619,15.143368
284,806,15.143370
440,1501,15.143379
196,718,15.143384
345,1406,15.143391
913,1435,15.143398
457,1496,15.143404
531,1075,15.143418
740,1262,15.143425
18,540,15.143426
42,1081,15.143427
446,968,15.143427
613,1135,15.143430
35,1096,15.143439
47,1108,15.143449
133,677,15.143482
135,1196,15.143493
123,1184,15.143497
887,1409,15.143515
934,1456,15.143519
718,1240,15.143520
795,1339,15.143522
469,1530,15.143550
414,936,15.143559
115,659,15.143573
553,1097,15.143574
100,622,15.143584
352,1413,15.143598
1034,1578,15.143626
787,1309,15.143632
835,1357,15.143649
1054,1576,15.143653
66,1127,15.143661
105,1144,15.143663
310,854,15.143676
1022,1544,15.143679
766,1288,15.143691
268,812,15.143713
873,1395,15.143716
217,739,15.143737
636,1158,15.143756
142,1203,15.143758
173,695,15.143758
618,1162,15.143768
171,693,15.143801
475,997,15.143823
396,940,15.143837
55,577,15.143853
143,1204,15.143903
43,1082,15.143911
289,1350,15.143912
11,1072,15.143918
347,869,15.143942
140,1201,15.143948
296,818,15.143948
102,1163,15.143953
91,1152,15.143954
597,1141,15.143973
760,1282,15.143986
174,1213,15.143998
219,1258,15.144019
89,1150,15.144019
100,1161,15.144027
416,938,15.144030
297,1358,15.144030
182,704,15.144037
850,1372,15.144047
1052,1574,15.144054
134,678,15.144065
458,1497,15.144089
958,1480,15.144106
99,1160,15.144117
461,983,15.144127
478,1539,15.144131
183,705,15.144141
272,1333,15.144142
801,1323,15.144147
305,827,15.144176
350,872,15.144178
253,775,15.144186
261,783,15.144201
756,1278,15.144203
121,643,15.144206
287,1348,15.144228
654,1176,15.144229
301,1362,15.144238
714,1236,15.144241
450,972,15.144243
980,1502,15.144272
1003,1525,15.144285
930,1452,15.144285
83,605,15.144290
452,974,15.144305
892,1414,15.144349
475,1536,15.144386
312,1373,15.144400
501,1023,15.144406
139,661,15.144407
467,1011,15.144408
604,1126,15.144416
645,1167,15.144472
488,1032,15.144489
456,1517,15.144492
303,825,15.144499
103,625,15.144501
230,752,15.144516
364,886,15.144540
343,865,15.144559
508,1569,15.144562
1002,1524,15.144567
346,1407,15.144572
598,1142,15.144592
907,1451,15.144593
446,1507,15.144604
448,970,15.144609
1042,1564,15.144621
906,1450,15.144628
330,1391,15.144636
250,1311,15.144660
165,687,15.144689
157,701,15.144709
172,1211,15.144711
82,604,15.144716
352,896,15.144730
81,603,15.144738
431,953,15.144746
355,1416,15.144758
733,1255,15.144769
152,674,15.144771
657,1179,15.144814
247,791,15.144871
146,1207,15.144872
320,842,15.144872
379,923,15.144897
833,1355,15.144900
711,1233,15.144917
856,1378,15.144917
164,1225,15.144964
228,750,15.144966
39,1078,15.144969
326,848,15.144985
388,1449,15.145000
359,1420,15.145010
992,1536,15.145025
439,1478,15.145042
496,1557,15.145050
406,1467,15.145100
875,1397,15.145124
245,789,15.145134
325,1364,15.145135
994,1538,15.145139
279,801,15.145147
455,1516,15.145154
375,919,15.145174
729,1273,15.145179
172,694,15.145181
286,830,15.145187
244,788,15.145222
949,1493,15.145228
362,884,15.145247
215,737,15.145248
251,773,15.145248
15,1076,15.145255
233,755,15.145260
783,1305,15.145284
406,928,15.145290
254,776,15.145344
544,1066,15.145360
479,1001,15.145401
318,840,15.145402
800,1322,15.145417
961,1483,15.145418
511,1055,15.145426
499,1560,15.145436
615,1137,15.145451
368,1429,15.145475
1007,1529,15.145484
1015,1559,15.145489
691,1213,15.145525
664,1208,15.145540
92,636,15.145543
6,1067,15.145563
658,1180,15.145616
122,1183,15.145639
380,902,15.145656
481,1520,15.145668
838,1382,15.145668
582,1104,15.145673
564,1086,15.145689
106,628,15.145694
131,1170,15.145712
50,1111,15.145726
964,1486,15.145738
158,702,15.145740
361,1422,15.145749
165,1226,15.145749
293,1354,15.145755
384,906,15.145755
758,1280,15.145762
492,1553,15.145780
507,1051,15.145783
796,1340,15.145797
896,1418,15.145801
13,535,15.145809
666,1188,15.145825
704,1248,15.145848
751,1295,15.145853
1025,1547,15.145860
