time_s,cam_sat,cam_tca,neighbor_sat,perturbed_dist_km,baseline_dist_km,degradation_km
573450,605,578699.46,724,5.450006,5.458246,0.008240
2209110,2340,2218374.74,2459,5.450669,5.458635,0.007966
1513110,242,1515849.53,361,5.452063,5.458261,0.006198
88830,150,98250.25,269,5.452664,5.458110,0.005446
1425510,2733,1436524.80,2852,5.453892,5.459248,0.005356
1204110,920,1213890.06,1079,5.453977,5.458583,0.004606
2482200,1073,2493564.69,1192,5.454388,5.458066,0.003678
1604640,2282,1612835.28,2401,5.454582,5.458059,0.003477
352470,1948,361705.05,2067,5.454605,5.458904,0.004299
918510,315,929739.64,434,5.455342,5.458370,0.003028
2499810,1070,2511175.66,1189,5.455691,5.459142,0.003451
240720,489,252150.34,608,5.455788,5.459034,0.003246
1974810,817,1985609.37,936,5.457931,5.458472,0.000541
314790,2411,323455.35,2530,5.457938,5.460081,0.002143
432420,1519,433903.59,2979,15.866931,18.772235,2.905304
1971900,2606,1973406.50,1107,15.901112,18.747852,2.846740
2214840,110,2216840.61,1570,16.062221,18.747208,2.684987
648510,610,649412.78,2110,16.071755,18.748523,2.676768
937980,1148,939894.05,2608,16.160064,18.744858,2.584794
314640,422,315270.29,1882,16.301077,18.759881,2.458804
2345640,1356,2347219.15,2816,16.350013,18.743742,2.393729
503220,2984,505573.25,1445,16.370690,18.763652,2.392962
308730,1263,310639.07,2723,16.473961,18.755080,2.281119
1949040,1606,1950654.40,107,16.560038,18.759682,2.199644
2116590,836,2117210.91,2296,16.671323,18.750288,2.078965
474450,2825,479230.44,1286,16.699315,18.746728,2.047413
1697520,923,1697883.94,2423,16.817490,18.748961,1.931471
2052090,2326,2053569.42,827,16.841525,18.753396,1.911871
543450,24,545963.56,1484,16.844471,18.747228,1.902757
2112060,2747,2113344.44,1208,16.868972,18.744247,1.875275
1381050,2173,1381930.10,674,16.891510,18.756646,1.865136
2088240,874,2091065.36,2334,16.996743,18.746060,1.749317
263880,2016,268040.91,517,17.041357,18.751417,1.710060
898860,1861,899884.62,322,17.052146,18.761699,1.709553
595860,2817,597886.41,1318,17.160017,18.762098,1.602081
1740000,1826,1741025.93,287,17.205121,18.752948,1.547827
33780,2463,34720.29,924,17.253951,18.748623,1.494672
2250870,1138,2255386.49,2638,17.260783,18.783206,1.522423
1699110,632,1702141.47,2092,17.289930,18.758181,1.468251
1816110,15,1821003.85,1515,17.365976,18.757714,1.391738
461310,2157,464923.09,618,17.406652,18.747578,1.340926
2144100,364,2149194.90,1864,17.421901,18.752195,1.330294
677160,290,680795.84,1790,17.458840,18.761151,1.302311
799080,1638,806089.36,99,17.480673,18.781368,1.300695
1663920,2997,1666300.46,1458,17.483918,18.751896,1.267978
2347530,743,2348924.26,2203,17.514141,18.744959,1.230818
1212960,2307,1214395.28,768,17.538310,18.765369,1.227059
1569690,456,1572437.94,1956,17.571738,18.757677,1.185939
790140,2940,792473.53,1401,17.588166,18.749567,1.161401
1192410,891,1193255.70,2391,17.623087,18.764857,1.141770
96360,2186,98584.17,647,17.648955,18.753195,1.104240
835830,2581,837493.62,1042,17.686354,18.747500,1.061146
750270,1379,751766.14,2879,17.690208,18.745870,1.055662
831990,2008,834395.85,509,17.702471,18.771941,1.069470
1690890,1849,1698343.66,350,17.710094,18.754330,1.044236
2259510,118,2260645.66,1578,17.771137,18.779953,1.008816
2189520,2646,2190448.76,1147,17.794870,18.792303,0.997433
1266390,1734,1271993.92,235,17.859200,18.750925,0.891725
786000,2689,788420.68,1190,17.865126,18.747447,0.882321
552630,2679,558501.26,1140,17.871215,18.744298,0.873083
2137770,1008,2143710.10,2508,17.873938,18.752073,0.878135
2021880,2337,2026151.01,838,17.880431,18.757602,0.877171
1653600,230,1656109.42,1690,17.886432,18.753822,0.867390
1715880,235,1718005.60,1695,17.899115,18.752266,0.853151
854820,649,855735.82,2149,17.900297,18.748559,0.848262
1949550,2922,1952506.57,1423,17.916007,18.743729,0.827722
925830,753,930231.04,2213,17.942564,18.755163,0.812599
1621980,2770,1629570.69,1271,17.962831,18.743728,0.780897
2579670,2481,2583285.68,982,17.963092,18.751703,0.788611
1237620,1575,1243470.61,76,17.976082,18.765367,0.789285
627240,2318,628550.76,779,17.982982,18.768981,0.785999
343740,2658,345182.14,1159,17.983534,18.791695,0.808161
2307600,422,2311939.72,1882,17.987142,18.759881,0.772739
705420,2132,709319.52,633,17.988158,18.746970,0.758812
1075560,1347,1083271.33,2807,17.990250,18.755352,0.765102
2421450,2826,2428713.87,1287,17.996158,18.747018,0.750860
2088360,1353,2094836.07,2813,18.014870,18.781360,0.766490
1709640,1998,1713564.88,459,18.021095,18.750528,0.729433
1981800,2177,1982455.77,678,18.058921,18.751415,0.692494
1511430,223,1518480.54,1683,18.083528,18.751874,0.668346
386460,1520,390709.17,21,18.084855,18.753641,0.668786
1858170,681,1866827.96,2181,18.098526,18.748809,0.650283
1211220,2759,1212737.13,1220,18.106542,18.754726,0.648184
492360,2540,493154.89,1001,18.109595,18.749350,0.639755
1739160,1432,1740960.10,2892,18.112472,18.751445,0.638973
324330,1394,326940.32,2854,18.116338,18.756088,0.639750
1085670,2516,1088194.87,977,18.124650,18.753878,0.629228
274710,101,281540.00,1561,18.126676,18.745161,0.618485
1479600,1165,1486355.18,2665,18.127845,18.746212,0.618367
167160,652,171986.26,2152,18.131323,18.747284,0.615961
316410,2329,324450.34,830,18.133568,18.752486,0.618918
740910,2484,748354.51,985,18.135023,18.745479,0.610456
1357140,2180,1357251.46,641,18.135585,18.749623,0.614038
2499240,1803,2507656.84,304,18.136933,18.748638,0.611705
824670,2419,832469.44,880,18.145979,18.746745,0.600766
1891050,1731,1897756.16,232,18.163367,18.748331,0.584964
1352820,2690,1357366.49,1191,18.166333,18.753771,0.587438
980010,2454,982873.79,955,18.178092,18.749257,0.571165
2207400,2961,2208873.54,1462,18.189928,18.791421,0.601493
404490,1754,407050.35,215,18.192107,18.761383,0.569276
2148420,2853,2156019.64,1354,18.203731,18.758081,0.554350
843750,1606,848490.16,107,18.216734,18.759682,0.542948
336750,2147,343438.63,608,18.230578,18.752770,0.522192
1022340,519,1030751.17,1979,18.240001,18.749461,0.509460
529680,520,536290.92,2020,18.242242,18.744355,0.502113
635850,1898,642279.17,399,18.250073,18.757477,0.507404
634380,2708,635554.52,1169,18.258400,18.755102,0.496702
2208510,754,2209159.97,2214,18.266445,18.753248,0.486803
1413930,224,1421424.97,1684,18.268882,18.760090,0.491208
1056390,1001,1057825.68,2501,18.270745,18.791149,0.520404
1458930,2309,1464319.95,770,18.292475,18.744420,0.451945
1668990,1722,1676718.68,223,18.300068,18.745875,0.445807
1366200,1357,1370250.56,2817,18.306590,18.751138,0.444548
360,737,4789.39,2237,18.315178,18.777037,0.461859
601860,96,603884.46,1596,18.315431,18.765908,0.450477
1086720,1509,1088500.13,2969,18.328244,18.765734,0.437490
1664760,392,1672445.84,1852,18.331736,18.771253,0.439517
1444920,1847,1450901.01,348,18.334261,18.750426,0.416165
1964280,300,1968719.18,1760,18.343627,18.758564,0.414937
134880,2077,141080.21,538,18.344938,18.748439,0.403501
1956090,917,1960240.60,2377,18.348768,18.761267,0.412499
1112010,2572,1114600.13,1073,18.360181,18.755952,0.395771
2376420,1381,2377290.08,2841,18.376860,18.743672,0.366812
2409840,108,2415930.16,1568,18.377845,18.760639,0.382794
342120,630,348839.36,2090,18.384252,18.752232,0.367980
860490,1849,863965.39,350,18.402190,18.754330,0.352140
948780,2872,950199.66,1333,18.406043,18.744361,0.338318
780420,2608,784884.20,1109,18.408883,18.752731,0.343848
2324880,1341,2331800.29,2801,18.409519,18.747382,0.337863
1477890,1017,1482230.23,2517,18.416756,18.746045,0.329289
2335200,1109,2338589.76,2569,18.423556,18.753796,0.330240
2274900,1610,2276389.81,111,18.426836,18.757499,0.330663
2223570,169,2224331.03,1669,18.431026,18.797619,0.366593
2276700,2917,2277969.92,1378,18.432406,18.744603,0.312197
2547300,2787,2553445.11,1248,18.438474,18.750784,0.312310
2204700,2580,2206485.95,1041,18.450113,18.753733,0.303620
2516220,5,2518010.13,1505,18.453538,18.744192,0.290654
792330,2045,801259.54,546,18.458678,18.770096,0.311418
562860,1288,572669.78,2788,18.462503,18.745746,0.283243
545160,172,552404.49,1672,18.462881,18.769123,0.306242
242250,2247,251520.30,748,18.464607,18.752667,0.288060
1651080,2007,1654345.10,508,18.469131,18.763724,0.294593
2554920,2094,2556744.29,595,18.476644,18.746428,0.269784
519570,2390,523254.86,851,18.476805,18.771399,0.294594
1661190,177,1663579.27,1677,18.488802,18.747983,0.259181
2211570,2612,2221149.14,1113,18.491514,18.749922,0.258408
123720,1915,131715.17,376,18.495447,18.747350,0.251903
1471050,345,1476874.85,1805,18.500067,18.750032,0.249965
637890,1124,644343.92,2624,18.501672,18.759842,0.258170
123420,2197,125894.14,658,18.504177,18.744601,0.240424
2227110,984,2228536.49,2444,18.506227,18.753694,0.247467
2187780,99,2193711.58,1599,18.507367,18.749547,0.242180
1316550,704,1323810.95,2164,18.512468,18.746254,0.233786
413340,2292,423614.36,793,18.512930,18.760772,0.247842
1569810,935,1579159.49,2435,18.518231,18.754972,0.236741
761280,1662,762059.43,123,18.519861,18.757680,0.237819
353910,2587,361051.43,1048,18.521376,18.756110,0.234734
1792800,2457,1792809.22,958,18.523564,18.757770,0.234206
112890,831,120539.09,2291,18.525817,18.752583,0.226766
1092840,2266,1096494.34,727,18.538973,18.748055,0.209082
126270,2457,126914.82,958,18.543176,18.757770,0.214594
64320,1530,74413.14,31,18.546879,18.760721,0.213842
2323620,750,2328304.61,2210,18.548691,18.761510,0.212819
68010,2224,72790.42,685,18.549396,18.755690,0.206294
660090,969,668689.92,2469,18.554970,18.770991,0.216021
2073510,497,2077954.76,1997,18.556937,18.756344,0.199407
264990,2768,266409.62,1269,18.562885,18.789819,0.226934
2186160,1070,2195840.12,2530,18.563564,18.745543,0.181979
1421100,2973,1429085.70,1474,18.568069,18.747617,0.179548
2115750,402,2124670.79,1902,18.571364,18.745622,0.174258
2440410,1534,2445535.09,35,18.578017,18.747992,0.169975
1805340,690,1811254.68,2190,18.582728,18.748242,0.165514
1453770,2425,1460590.08,886,18.583302,18.747955,0.164653
1420260,2579,1427186.10,1040,18.584827,18.753255,0.168428
1246890,2350,1252054.50,811,18.586998,18.745716,0.158718
654810,606,655280.24,2106,18.593698,18.768850,0.175152
330660,750,334840.28,2210,18.594540,18.761510,0.166970
1706580,100,1712193.23,1560,18.596363,18.744384,0.148021
209400,597,214418.26,2057,18.600592,18.748029,0.147437
624570,1257,627350.03,2757,18.607416,18.801919,0.194503
1949790,881,1953829.81,2381,18.609012,18.767106,0.158094
963450,1450,973400.65,2950,18.612956,18.744761,0.131805
1017510,2712,1027694.70,1173,18.613235,18.746345,0.133110
1324260,1130,1324379.72,2630,18.619293,18.752122,0.132829
157350,2200,164044.57,701,18.620432,18.746188,0.125756
2314350,2974,2321726.06,1475,18.624043,18.758485,0.134442
1716180,2952,1718289.03,1413,18.630168,18.801249,0.171081
2129460,1146,2139125.57,2606,18.637466,18.746734,0.109268
340890,2398,343594.58,859,18.649141,18.787106,0.137965
1437330,1900,1444340.86,361,18.653907,18.748056,0.094149
1207710,1304,1216535.15,2764,18.660247,18.746942,0.086695
343290,102,350710.16,1562,18.662701,18.746577,0.083876
2200380,91,2203119.18,1591,18.666087,18.753763,0.087676
1607940,2988,1613674.65,1449,18.670680,18.748388,0.077708
1866300,1344,1871160.31,2804,18.671100,18.745961,0.074861
1388310,43,1390129.13,1543,18.688428,18.759017,0.070589
2341980,22,2348234.62,1482,18.689035,18.743925,0.054890
15540,671,24380.54,2131,18.690773,18.756671,0.065898
841200,1064,850029.30,2524,18.693644,18.750727,0.057083
1410540,2247,1412430.17,748,18.693851,18.752667,0.058816
2507670,2184,2517504.30,645,18.697422,18.744391,0.046969
793500,1557,795929.34,18,18.699096,18.756742,0.057646
1625370,747,1632635.31,2207,18.700393,18.795755,0.095362
638790,318,640614.87,1778,18.714735,18.785320,0.070585
1952820,420,1960179.62,1880,18.717410,18.746441,0.029031
1841820,1315,1852519.57,2775,18.721632,18.744888,0.023256
1525200,2686,1529140.85,1187,18.723227,18.784927,0.061700
2550030,2568,2559718.65,1069,18.729149,18.755658,0.026509
433170,794,437145.31,2254,18.738172,18.746339,0.008167
369120,1841,375079.85,342,18.741235,18.764891,0.023656
1395600,312,1400249.50,1772,18.744010,18.756487,0.012477
2086950,883,2093020.66,2383,18.744808,18.749274,0.004466
1661520,2254,1666519.54,755,18.747275,18.795677,0.048402
898740,1382,908920.04,2842,18.755697,18.759240,0.003543
511260,1441,511814.07,2036,18.794751,23.551416,4.756665
1154970,1345,1156458.14,1900,19.406456,23.546439,4.139983
960210,2305,961530.95,2860,19.652431,23.555704,3.903273
1248510,332,1250474.67,887,20.015593,23.547418,3.531825
220620,1471,223054.18,2026,20.122219,23.548594,3.426375
2525640,2571,2528466.11,127,20.127474,23.548249,3.420775
2422980,2688,2423466.33,244,20.149461,23.546263,3.396802
1439880,1435,1440936.59,1990,20.155245,23.547913,3.392668
1647990,2741,1648144.67,297,20.188094,23.546371,3.358277
1005840,187,1008715.58,742,20.271994,23.561549,3.289555
1261170,2043,1262438.43,2638,20.340044,23.551192,3.211148
1774260,2899,1776714.70,455,20.704758,23.548425,2.843667
1048350,450,1050784.93,1005,20.734137,23.554553,2.820416
2533200,199,2537147.81,754,20.752318,23.548648,2.796330
1040970,2061,1043000.97,2616,20.837046,23.547423,2.710377
2163420,2501,2164533.85,57,20.847255,23.548462,2.701207
150300,1882,156360.76,2477,20.855666,23.549163,2.693497
1353000,882,1356611.98,1477,20.935508,23.550518,2.615010
1927590,69,1930509.75,624,20.988783,23.553739,2.564956
1499040,782,1501612.73,1337,21.153558,23.546396,2.392838
2295150,2261,2296705.63,2816,21.164762,23.546428,2.381666
881340,1936,884934.47,2491,21.169580,23.548446,2.378866
2431110,392,2435904.55,947,21.172358,23.551500,2.379142
1757940,2853,1759225.35,409,21.204371,23.547188,2.342817
2178870,2793,2182114.82,349,21.271273,23.549436,2.278163
1426380,2289,1428640.84,2844,21.295175,23.546685,2.251510
908550,1786,910920.16,2341,21.333056,23.547969,2.214913
2206350,2961,2208873.54,557,21.346563,23.548491,2.201928
1730850,483,1736070.63,1078,21.360581,23.550350,2.189769
198870,1183,201839.24,1738,21.368419,23.552311,2.183892
1201560,140,1204925.90,695,21.382761,23.552273,2.169512
1241340,582,1241375.61,1137,21.383044,23.550676,2.167632
2106990,2935,2112321.00,491,21.438092,23.547624,2.109532
800310,1822,801324.41,2377,21.442487,23.554330,2.111843
926100,64,928579.51,619,21.449881,23.548598,2.098717
572610,2972,573349.63,528,21.505054,23.546982,2.041928
2237460,2104,2239911.63,2659,21.564984,23.548463,1.983479
353880,2140,357249.32,2695,21.567175,23.550401,1.983226
1782750,1960,1783034.99,2555,21.588198,23.552214,1.964016
1182510,313,1183365.61,868,21.592395,23.553423,1.961028
2035440,2195,2040654.66,2750,21.624076,23.547341,1.923265
2144790,2871,2147251.02,427,21.632190,23.558985,1.926795
2534610,669,2538793.35,1224,21.647713,23.560775,1.913062
2226060,984,2228536.49,1539,21.663274,23.550981,1.887707
1987710,289,1990774.72,844,21.676481,23.546198,1.869717
891180,2747,895920.45,303,21.717372,23.547417,1.830045
1592760,2007,1599574.93,2562,21.769902,23.553876,1.783974
856050,873,858494.99,1428,21.810562,23.549723,1.739161
169680,827,170223.58,1382,21.834273,23.547676,1.713403
353490,1303,354094.84,1858,21.837272,23.546730,1.709458
1562520,2658,1564716.12,214,21.837570,23.548584,1.711014
1241280,1862,1244205.77,2417,21.838017,23.546174,1.708157
600390,2858,604218.44,414,21.852690,23.554546,1.701856
1459290,2699,1463138.81,255,21.852852,23.563212,1.710360
754290,104,758989.41,659,21.872181,23.546155,1.673974
2555370,644,2555640.04,1239,21.874269,23.552855,1.678586
1897890,1396,1899315.03,1951,21.889331,23.549989,1.660658
836520,2049,839634.95,2604,21.938086,23.560357,1.622271
1155810,1779,1158586.07,2334,21.943591,23.547330,1.603739
1872540,1533,1875558.97,2088,21.958329,23.551519,1.593190
381480,2867,384641.83,423,21.972765,23.548096,1.575331
856710,2028,861676.34,2583,21.972910,23.546945,1.574035
1270470,2218,1275120.67,2773,21.987651,23.552412,1.564761
1335150,2886,1335170.80,442,21.989819,23.550832,1.561013
2310330,2195,2312680.98,2750,21.998905,23.547341,1.548436
2191200,2427,2193264.79,2982,22.008820,23.548145,1.539325
830940,2008,834395.85,2563,22.026338,23.548896,1.522558
1341630,2121,1346630.70,2716,22.045338,23.563702,1.518364
1041960,2334,1044419.12,2889,22.047222,23.547490,1.500268
936930,1148,939894.05,1703,22.053205,23.547845,1.494640
1294830,1768,1299584.56,2323,22.055751,23.546389,1.490638
833820,1668,836286.27,2223,22.059962,23.551679,1.491717
2258730,396,2261815.54,951,22.061414,23.549095,1.487681
718230,2715,721430.56,271,22.081686,23.547845,1.466159
2095590,1815,2097439.52,2370,22.088271,23.550276,1.462005
2117310,2703,2123559.11,259,22.088739,23.551259,1.462520
2561850,2878,2567201.60,434,22.095733,23.547518,1.451785
2142390,2128,2144992.09,2683,22.101673,23.548819,1.447146
1379160,1739,1381768.96,2294,22.109318,23.546935,1.437617
1302060,278,1302649.16,833,22.113187,23.562802,1.449615
494610,2357,501215.83,2912,22.118472,23.548946,1.430474
412170,1773,415595.19,2328,22.121076,23.549785,1.428709
1690740,923,1697883.94,1518,22.152231,23.550784,1.398553
1847130,2990,1852471.40,546,22.152562,23.547687,1.395125
340260,2555,341955.25,111,22.160156,23.567951,1.407795
2017500,81,2022124.96,676,22.162513,23.553136,1.390623
1115700,2179,1117659.89,2734,22.176412,23.550378,1.373966
409710,2310,410325.09,2865,22.198836,23.548721,1.349885
2068290,846,2074854.72,1401,22.203933,23.547997,1.344064
1253400,2897,1256325.33,453,22.209185,23.547591,1.338406
1947990,1606,1950654.40,2161,22.233170,23.546991,1.313821
1395990,102,1396889.11,657,22.247875,23.546824,1.298949
1177200,550,1177220.34,1105,22.261870,23.548554,1.286684
1492650,2706,1496125.15,262,22.278134,23.550086,1.271952
525930,99,530351.17,654,22.299472,23.547433,1.247961
2583420,888,2585999.92,1443,22.320500,23.546888,1.226388
2039310,2088,2047662.42,2643,22.338760,23.546975,1.208215
418830,207,421484.55,762,22.359005,23.548621,1.189616
1668240,1400,1674264.36,1995,22.360742,23.551535,1.190793
1356810,2055,1358375.28,2610,22.365411,23.554890,1.189479
2020830,2337,2026151.01,2892,22.367616,23.550164,1.182548
399930,219,400955.56,774,22.372080,23.547051,1.174971
1687410,1746,1693020.67,2301,22.382789,23.554415,1.171626
2301540,377,2301964.62,932,22.392827,23.546616,1.153789
617310,2340,620514.77,2895,22.394260,23.547783,1.153523
1325910,1551,1326180.59,2106,22.413039,23.547394,1.134355
13890,1195,19206.45,1750,22.427282,23.550891,1.123609
2375580,2939,2379099.39,495,22.444012,23.549826,1.105814
2455980,1258,2457914.29,1813,22.457194,23.548801,1.091607
1956660,2905,1959185.93,461,22.461784,23.546973,1.085189
704130,1134,705158.48,1689,22.464500,23.547129,1.082629
639450,426,648059.98,981,22.470701,23.549406,1.078705
1113780,433,1114234.60,988,22.476956,23.549665,1.072709
1698210,431,1703964.94,986,22.477716,23.549155,1.071439
1881930,2827,1884070.28,383,22.478209,23.548803,1.070594
2467560,1577,2468105.21,2132,22.483979,23.554661,1.070682
594810,2817,597886.41,373,22.497842,23.548419,1.050577
1209090,1327,1217197.14,1882,22.501009,23.551741,1.050732
1948740,881,1953829.81,1476,22.505572,23.547665,1.042093
2346630,542,2352175.08,1097,22.518973,23.551043,1.032070
1028700,1187,1031420.66,1742,22.536145,23.547352,1.011207
2237700,63,2243930.51,618,22.553810,23.548139,0.994329
944190,1977,952505.05,2532,22.558712,23.562076,1.003364
1003920,1400,1006970.16,1995,22.566090,23.551535,0.985445
45570,374,46769.44,929,22.568155,23.548693,0.980538
2150670,2670,2155540.23,226,22.572222,23.547902,0.975680
602490,844,607290.86,1439,22.573008,23.547396,0.974388
1914540,480,1922308.98,1075,22.574362,23.546965,0.972603
488880,2437,494814.99,2992,22.574932,23.546365,0.971433
679710,2824,683171.19,380,22.582395,23.547256,0.964861
1659390,862,1661575.16,1417,22.586130,23.546572,0.960442
1151400,1170,1157401.01,1725,22.590048,23.547596,0.957548
1352490,2565,1360575.37,121,22.606565,23.553527,0.946962
2176140,2972,2180940.88,528,22.616297,23.546982,0.930685
2269620,200,2277700.18,795,22.619915,23.557135,0.937220
1806960,1711,1812164.83,2266,22.627079,23.548406,0.921327
2247060,1957,2255301.48,2512,22.641809,23.549802,0.907993
1900080,501,1905429.10,1056,22.649136,23.548758,0.899622
1598460,2567,1602905.97,123,22.653500,23.549759,0.896259
2010870,1007,2019299.06,1562,22.657193,23.550765,0.893572
1222680,1592,1228604.99,2147,22.665226,23.554939,0.889713
262830,2016,268040.91,2571,22.666610,23.551996,0.885386
1853310,2507,1858099.42,63,22.668244,23.546652,0.878408
1321110,105,1323420.30,660,22.675874,23.548814,0.872940
2004780,2609,2013030.74,165,22.680787,23.549203,0.868416
202980,2074,205979.83,2629,22.682722,23.552999,0.870277
234540,774,234774.73,1329,22.683862,23.548091,0.864229
2369820,620,2377744.29,1175,22.690104,23.550650,0.860546
1410180,2722,1411635.50,318,22.690426,23.549253,0.858827
887400,934,888083.61,1489,22.692810,23.547253,0.854443
2004450,532,2007504.19,1087,22.694866,23.547356,0.852490
567480,2448,574510.99,4,22.699368,23.547801,0.848433
268470,817,269696.21,1372,22.702875,23.554559,0.851684
1280400,1149,1281349.63,1704,22.705144,23.548505,0.843361
2118300,2936,2123404.49,492,22.715132,23.551811,0.836679
1828170,1243,1832379.69,1838,22.720453,23.550956,0.830503
1970850,2606,1973406.50,162,22.726472,23.547412,0.820940
342960,2976,346036.08,532,22.735120,23.548307,0.813187
1020,845,3775.46,1400,22.735528,23.554682,0.819154
1779210,1185,1780825.07,1740,22.736505,23.548072,0.811567
2359110,55,2359455.13,610,22.736915,23.548629,0.811714
1043430,1524,1050719.59,2119,22.748621,23.556140,0.807519
1289250,1687,1295045.11,2242,22.749313,23.547103,0.797790
506910,2631,509169.51,187,22.751176,23.549444,0.798268
2460360,2467,2468294.25,23,22.755194,23.552372,0.797178
2162340,1149,2164999.62,1704,22.760360,23.548505,0.788145
495690,750,499730.63,1305,22.761363,23.556360,0.794997
2421960,96,2427448.66,651,22.762155,23.548236,0.786081
2076480,229,2079503.80,784,22.767329,23.550068,0.782739
2368380,830,2370909.87,1385,22.775132,23.548628,0.773496
2158500,576,2163983.87,1131,22.779194,23.565883,0.786689
1970700,2727,1970929.93,283,22.793602,23.561441,0.767839
739860,2444,741260.21,0,22.794483,23.547288,0.752805
1245450,1473,1248734.97,2028,22.805873,23.550894,0.745021
685740,2462,688535.20,18,22.809885,23.546205,0.736320
1241220,103,1249704.75,658,22.815968,23.548675,0.732707
2141700,1613,2150379.69,2168,22.818020,23.549299,0.731279
2410710,1814,2414090.12,2369,22.821826,23.551143,0.729317
1814250,1940,1817855.17,2495,22.823969,23.546714,0.722745
120000,814,126828.96,1369,22.825572,23.554148,0.728576
1076850,251,1083900.10,806,22.834254,23.556469,0.722215
402450,1401,404989.69,1996,22.835600,23.548526,0.712926
732810,174,736221.95,729,22.839081,23.547340,0.708259
1809870,731,1810429.41,1286,22.856094,23.546695,0.690601
1976850,2844,1979296.49,400,22.868525,23.548010,0.679485
241500,1925,247145.04,2480,22.891448,23.552711,0.661263
142650,176,143699.76,731,22.891682,23.553036,0.661354
2494830,187,2501738.48,742,22.892746,23.561549,0.668803
674370,702,676894.70,1257,22.898567,23.548232,0.649665
819810,1166,821340.04,1721,22.906028,23.549820,0.643792
1310730,1617,1314379.75,2172,22.906685,23.552144,0.645459
160380,692,164060.31,1247,22.912621,23.549215,0.636594
2514690,1048,2519205.35,1603,22.922528,23.553324,0.630796
1600260,875,1602475.58,1430,22.928417,23.546703,0.618286
2582580,494,2587729.52,1049,22.934574,23.548496,0.613922
664530,2890,672904.97,446,22.935558,23.546388,0.610830
2290950,251,2297339.53,806,22.938227,23.556469,0.618242
502800,1700,504694.64,2255,22.938310,23.546552,0.608242
861510,475,866330.60,1030,22.945891,23.567297,0.621406
1210170,2759,1212737.13,315,22.976109,23.548121,0.572012
1008540,608,1017360.29,1163,22.978656,23.549010,0.570354
823380,1421,827339.54,1976,22.982675,23.549048,0.566373
888240,1328,893348.76,1883,22.982678,23.546863,0.564185
853950,2847,862095.97,403,22.985837,23.550121,0.564284
336150,1664,339245.21,2219,22.986122,23.564860,0.578738
1736430,524,1737645.10,1119,22.986256,23.552425,0.566169
2535390,2303,2540416.04,2858,22.990208,23.547307,0.557099
369420,552,372805.32,1107,22.993200,23.550640,0.557440
342690,2658,345182.14,214,22.995545,23.548584,0.553039
1817790,2795,1824921.10,351,23.002492,23.552354,0.549862
985440,1649,988359.96,2204,23.004013,23.546296,0.542283
2124660,1692,2126884.62,2247,23.006143,23.561680,0.555537
2280000,1647,2282415.91,2202,23.009711,23.546919,0.537208
2280000,1647,2281804.36,2202,23.009711,23.546919,0.537208
60870,787,64270.20,1342,23.013195,23.553635,0.540440
192090,2270,197920.37,2825,23.015022,23.557171,0.542149
1571010,1799,1575970.68,2354,23.016177,23.550339,0.534162
48780,2151,49844.92,2706,23.031536,23.557967,0.526431
1910640,1187,1912538.61,1742,23.032241,23.547352,0.515111
1275780,1941,1281575.68,2496,23.033923,23.548607,0.514684
1217160,231,1223188.48,786,23.035511,23.546286,0.510775
2143080,2723,2143309.67,319,23.045711,23.550789,0.505078
1875720,951,1881443.93,1506,23.054648,23.548895,0.494247
2226960,98,2234889.97,653,23.056830,23.548325,0.491495
658710,1851,668635.06,2406,23.066283,23.553753,0.487470
1550700,1341,1556425.60,1896,23.072819,23.551780,0.478961
1355010,788,1355985.47,1343,23.075994,23.564281,0.488287
2490570,2456,2498354.94,12,23.078601,23.549486,0.470885
1348170,116,1352430.94,671,23.079207,23.549418,0.470211
2072670,2055,2080709.84,2610,23.111105,23.554890,0.443785
2562240,716,2564525.31,1271,23.115941,23.546525,0.430584
349230,573,353269.81,1128,23.124170,23.546531,0.422361
2042730,2424,2050864.54,2979,23.129456,23.552011,0.422555
2204220,2576,2212444.95,132,23.133127,23.551058,0.417931
1732620,2430,1735495.39,2985,23.136766,23.554141,0.417375
711810,2200,715875.28,2795,23.138968,23.548075,0.409107
436470,2563,442050.69,159,23.145216,23.548392,0.403176
1252770,1062,1259546.33,1617,23.146013,23.549039,0.403026
1518270,2847,1527274.42,403,23.148039,23.550121,0.402082
2136600,449,2136644.82,1004,23.149560,23.546259,0.396699
1056690,2711,1061793.84,267,23.152330,23.551162,0.398832
930420,2553,937448.96,109,23.155509,23.551885,0.396376
1590870,2620,1591130.84,176,23.157376,23.548966,0.391590
1341330,2403,1349994.19,2998,23.158018,23.548234,0.390216
1410300,242,1411784.47,837,23.169997,23.548754,0.378757
986730,1600,991590.40,2195,23.174660,23.547737,0.373077
2106360,1140,2114086.46,1695,23.176864,23.548891,0.372027
934980,2961,943854.83,557,23.178932,23.548491,0.369559
348270,2699,357125.73,255,23.179747,23.563212,0.383465
1918950,1089,1923529.63,1644,23.180897,23.561714,0.380817
2549610,1324,2559705.26,1919,23.182985,23.549150,0.366165
509610,53,517984.34,608,23.183035,23.552315,0.369280
1979100,709,1981660.92,1264,23.184754,23.548401,0.363647
2071440,864,2079625.67,1419,23.185940,23.546208,0.360268
2105070,1189,2109015.22,1744,23.191256,23.546501,0.355245
2075460,636,2077289.69,1191,23.198207,23.554170,0.355963
229350,1530,229360.41,2085,23.199190,23.549313,0.350123
